O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
19-1013.02	1.B.2.e.3	Supervision, Technical	EN	1.75
19-1013.02	1.B.2.b.3	Variety	EN	2.87
19-1013.02	1.B.2.b.6	Working Conditions	EN	3.12
19-1013.02	1.B.2.f.3	Autonomy	EN	4.12
19-1020.01	1.B.2.a	Achievement-Mean Extent	EN	4.31
19-1020.01	1.B.2.b	Working Conditions-Mean Extent	EN	3.62
19-1020.01	1.B.2.c	Recognition-Mean Extent	EN	3.09
19-1020.01	1.B.2.d	Relationships-Mean Extent	EN	2.83
19-1020.01	1.B.2.e	Support-Mean Extent	EN	2.66
19-1020.01	1.B.2.f	Independence-Mean Extent	EN	4.2
19-1020.01	1.B.2.a.1	Ability Utilization	EN	4.5
19-1020.01	1.B.2.a.2	Achievement	EN	4.12
19-1020.01	1.B.2.b.1	Activity	EN	3.75
19-1020.01	1.B.2.c.1	Advancement	EN	2.87
19-1020.01	1.B.2.c.3	Authority	EN	2.25
19-1020.01	1.B.2.e.1	Company Policies and Practices	EN	3.5
19-1020.01	1.B.2.b.4	Compensation	EN	3.5
19-1020.01	1.B.2.d.1	Co-workers	EN	2.75
19-1020.01	1.B.2.f.1	Creativity	EN	4.12
19-1020.01	1.B.2.b.2	Independence	EN	4.12
19-1020.01	1.B.2.d.3	Moral Values	EN	3.62
19-1020.01	1.B.2.c.2	Recognition	EN	3.75
19-1020.01	1.B.2.f.2	Responsibility	EN	4
19-1020.01	1.B.2.b.5	Security	EN	3.75
19-1020.01	1.B.2.d.2	Social Service	EN	2.12
19-1020.01	1.B.2.c.4	Social Status	EN	3.5
19-1020.01	1.B.2.e.2	Supervision, Human Relations	EN	2.62
19-1020.01	1.B.2.e.3	Supervision, Technical	EN	1.87
19-1020.01	1.B.2.b.3	Variety	EN	3.37
19-1020.01	1.B.2.b.6	Working Conditions	EN	3.25
19-1020.01	1.B.2.f.3	Autonomy	EN	4.5
19-1021.01	1.B.2.a	Achievement-Mean Extent	EN	4.31
19-1021.01	1.B.2.b	Working Conditions-Mean Extent	EN	3.81
19-1021.01	1.B.2.c	Recognition-Mean Extent	EN	3.09
19-1021.01	1.B.2.d	Relationships-Mean Extent	EN	2.58
19-1021.01	1.B.2.e	Support-Mean Extent	EN	2.7
19-1021.01	1.B.2.f	Independence-Mean Extent	EN	4.45
19-1021.01	1.B.2.a.1	Ability Utilization	EN	4.62
19-1021.01	1.B.2.a.2	Achievement	EN	4
19-1021.01	1.B.2.b.1	Activity	EN	3.87
19-1021.01	1.B.2.c.1	Advancement	EN	3
19-1021.01	1.B.2.c.3	Authority	EN	2
19-1021.01	1.B.2.e.1	Company Policies and Practices	EN	3.62
19-1021.01	1.B.2.b.4	Compensation	EN	3.62
19-1021.01	1.B.2.d.1	Co-workers	EN	2.37
19-1021.01	1.B.2.f.1	Creativity	EN	4.5
19-1021.01	1.B.2.b.2	Independence	EN	4.12
19-1021.01	1.B.2.d.3	Moral Values	EN	3.62
19-1021.01	1.B.2.c.2	Recognition	EN	3.62
19-1021.01	1.B.2.f.2	Responsibility	EN	4.37
19-1021.01	1.B.2.b.5	Security	EN	4.12
19-1021.01	1.B.2.d.2	Social Service	EN	1.75
19-1021.01	1.B.2.c.4	Social Status	EN	3.75
19-1021.01	1.B.2.e.2	Supervision, Human Relations	EN	2.87
19-1021.01	1.B.2.e.3	Supervision, Technical	EN	1.62
19-1021.01	1.B.2.b.3	Variety	EN	3.37
19-1021.01	1.B.2.b.6	Working Conditions	EN	3.75
19-1021.01	1.B.2.f.3	Autonomy	EN	4.5
19-1021.02	1.B.2.a	Achievement-Mean Extent	EN	4.25
19-1021.02	1.B.2.b	Working Conditions-Mean Extent	EN	3.83
19-1021.02	1.B.2.c	Recognition-Mean Extent	EN	3.15
19-1021.02	1.B.2.d	Relationships-Mean Extent	EN	2.75
19-1021.02	1.B.2.e	Support-Mean Extent	EN	2.58
19-1021.02	1.B.2.f	Independence-Mean Extent	EN	4.33
19-1021.02	1.B.2.a.1	Ability Utilization	EN	4.5
19-1021.02	1.B.2.a.2	Achievement	EN	4
19-1021.02	1.B.2.b.1	Activity	EN	3.5
19-1021.02	1.B.2.c.1	Advancement	EN	3
19-1021.02	1.B.2.c.3	Authority	EN	2
19-1021.02	1.B.2.e.1	Company Policies and Practices	EN	3.5
19-1021.02	1.B.2.b.4	Compensation	EN	3.75
19-1021.02	1.B.2.d.1	Co-workers	EN	2.62
19-1021.02	1.B.2.f.1	Creativity	EN	3.87
19-1021.02	1.B.2.b.2	Independence	EN	4.37
19-1021.02	1.B.2.d.3	Moral Values	EN	4.12
19-1021.02	1.B.2.c.2	Recognition	EN	3.75
19-1021.02	1.B.2.f.2	Responsibility	EN	4.37
19-1021.02	1.B.2.b.5	Security	EN	4.25
19-1021.02	1.B.2.d.2	Social Service	EN	1.5
19-1021.02	1.B.2.c.4	Social Status	EN	3.87
19-1021.02	1.B.2.e.2	Supervision, Human Relations	EN	2.75
19-1021.02	1.B.2.e.3	Supervision, Technical	EN	1.5
19-1021.02	1.B.2.b.3	Variety	EN	3.25
19-1021.02	1.B.2.b.6	Working Conditions	EN	3.87
19-1021.02	1.B.2.f.3	Autonomy	EN	4.75
19-1022.00	1.B.2.a	Achievement-Mean Extent	EN	3.87
19-1022.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.62
19-1022.00	1.B.2.c	Recognition-Mean Extent	EN	3
19-1022.00	1.B.2.d	Relationships-Mean Extent	EN	2.62
19-1022.00	1.B.2.e	Support-Mean Extent	EN	2.87
19-1022.00	1.B.2.f	Independence-Mean Extent	EN	4
19-1022.00	1.B.2.a.1	Ability Utilization	EN	4.12
19-1022.00	1.B.2.a.2	Achievement	EN	3.62
19-1022.00	1.B.2.b.1	Activity	EN	3.5
19-1022.00	1.B.2.c.1	Advancement	EN	2.87
19-1022.00	1.B.2.c.3	Authority	EN	2
19-1022.00	1.B.2.e.1	Company Policies and Practices	EN	3.5
19-1022.00	1.B.2.b.4	Compensation	EN	3.5
19-1022.00	1.B.2.d.1	Co-workers	EN	2.5
19-1022.00	1.B.2.f.1	Creativity	EN	3.87
19-1022.00	1.B.2.b.2	Independence	EN	4
19-1022.00	1.B.2.d.3	Moral Values	EN	3.75
19-1022.00	1.B.2.c.2	Recognition	EN	3.37
19-1022.00	1.B.2.f.2	Responsibility	EN	3.87
19-1022.00	1.B.2.b.5	Security	EN	3.75
19-1022.00	1.B.2.d.2	Social Service	EN	1.62
19-1022.00	1.B.2.c.4	Social Status	EN	3.75
19-1022.00	1.B.2.e.2	Supervision, Human Relations	EN	3.25
19-1022.00	1.B.2.e.3	Supervision, Technical	EN	1.87
19-1022.00	1.B.2.b.3	Variety	EN	3.12
19-1022.00	1.B.2.b.6	Working Conditions	EN	3.87
19-1022.00	1.B.2.f.3	Autonomy	EN	4.25
19-1023.00	1.B.2.a	Achievement-Mean Extent	EN	4.18
19-1023.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.43
19-1023.00	1.B.2.c	Recognition-Mean Extent	EN	2.93
19-1023.00	1.B.2.d	Relationships-Mean Extent	EN	2.54
19-1023.00	1.B.2.e	Support-Mean Extent	EN	2.83
19-1023.00	1.B.2.f	Independence-Mean Extent	EN	4
19-1023.00	1.B.2.a.1	Ability Utilization	EN	4.12
19-1023.00	1.B.2.a.2	Achievement	EN	4.25
19-1023.00	1.B.2.b.1	Activity	EN	3.62
19-1023.00	1.B.2.c.1	Advancement	EN	2.75
19-1023.00	1.B.2.c.3	Authority	EN	2.25
19-1023.00	1.B.2.e.1	Company Policies and Practices	EN	3.5
19-1023.00	1.B.2.b.4	Compensation	EN	3.12
19-1023.00	1.B.2.d.1	Co-workers	EN	2.62
19-1023.00	1.B.2.f.1	Creativity	EN	3.87
19-1023.00	1.B.2.b.2	Independence	EN	3.37
19-1023.00	1.B.2.d.3	Moral Values	EN	3.62
19-1023.00	1.B.2.c.2	Recognition	EN	3.5
19-1023.00	1.B.2.f.2	Responsibility	EN	3.87
19-1023.00	1.B.2.b.5	Security	EN	3.75
19-1023.00	1.B.2.d.2	Social Service	EN	1.37
19-1023.00	1.B.2.c.4	Social Status	EN	3.25
19-1023.00	1.B.2.e.2	Supervision, Human Relations	EN	3
19-1023.00	1.B.2.e.3	Supervision, Technical	EN	2
19-1023.00	1.B.2.b.3	Variety	EN	3.5
19-1023.00	1.B.2.b.6	Working Conditions	EN	3.25
19-1023.00	1.B.2.f.3	Autonomy	EN	4.25
19-1031.01	1.B.2.a	Achievement-Mean Extent	EN	3.75
19-1031.01	1.B.2.b	Working Conditions-Mean Extent	EN	3.41
19-1031.01	1.B.2.c	Recognition-Mean Extent	EN	2.75
19-1031.01	1.B.2.d	Relationships-Mean Extent	EN	2.75
19-1031.01	1.B.2.e	Support-Mean Extent	EN	3
19-1031.01	1.B.2.f	Independence-Mean Extent	EN	4
19-1031.01	1.B.2.a.1	Ability Utilization	EN	3.87
19-1031.01	1.B.2.a.2	Achievement	EN	3.62
19-1031.01	1.B.2.b.1	Activity	EN	3.5
19-1031.01	1.B.2.c.1	Advancement	EN	2.75
19-1031.01	1.B.2.c.3	Authority	EN	2.25
19-1031.01	1.B.2.e.1	Company Policies and Practices	EN	3.37
19-1031.01	1.B.2.b.4	Compensation	EN	3.37
19-1031.01	1.B.2.d.1	Co-workers	EN	2.5
19-1031.01	1.B.2.f.1	Creativity	EN	3.75
19-1031.01	1.B.2.b.2	Independence	EN	3.62
19-1031.01	1.B.2.d.3	Moral Values	EN	3.5
19-1031.01	1.B.2.c.2	Recognition	EN	3
19-1031.01	1.B.2.f.2	Responsibility	EN	3.87
19-1031.01	1.B.2.b.5	Security	EN	3.5
19-1031.01	1.B.2.d.2	Social Service	EN	2.25
19-1031.01	1.B.2.c.4	Social Status	EN	3
19-1031.01	1.B.2.e.2	Supervision, Human Relations	EN	3.25
19-1031.01	1.B.2.e.3	Supervision, Technical	EN	2.37
19-1031.01	1.B.2.b.3	Variety	EN	3.25
19-1031.01	1.B.2.b.6	Working Conditions	EN	3.25
19-1031.01	1.B.2.f.3	Autonomy	EN	4.37
19-1031.02	1.B.2.a	Achievement-Mean Extent	EN	3.62
19-1031.02	1.B.2.b	Working Conditions-Mean Extent	EN	3.14
19-1031.02	1.B.2.c	Recognition-Mean Extent	EN	2.62
19-1031.02	1.B.2.d	Relationships-Mean Extent	EN	2.41
19-1031.02	1.B.2.e	Support-Mean Extent	EN	2.54
19-1031.02	1.B.2.f	Independence-Mean Extent	EN	3.95
19-1031.02	1.B.2.a.1	Ability Utilization	EN	3.75
19-1031.02	1.B.2.a.2	Achievement	EN	3.5
19-1031.02	1.B.2.b.1	Activity	EN	3
19-1031.02	1.B.2.c.1	Advancement	EN	2.5
19-1031.02	1.B.2.c.3	Authority	EN	2.12
19-1031.02	1.B.2.e.1	Company Policies and Practices	EN	2.87
19-1031.02	1.B.2.b.4	Compensation	EN	2.75
19-1031.02	1.B.2.d.1	Co-workers	EN	2.25
19-1031.02	1.B.2.f.1	Creativity	EN	3.75
19-1031.02	1.B.2.b.2	Independence	EN	4
19-1031.02	1.B.2.d.3	Moral Values	EN	3.25
19-1031.02	1.B.2.c.2	Recognition	EN	3.12
19-1031.02	1.B.2.f.2	Responsibility	EN	3.75
19-1031.02	1.B.2.b.5	Security	EN	3.25
19-1031.02	1.B.2.d.2	Social Service	EN	1.75
19-1031.02	1.B.2.c.4	Social Status	EN	2.75
19-1031.02	1.B.2.e.2	Supervision, Human Relations	EN	2.62
19-1031.02	1.B.2.e.3	Supervision, Technical	EN	2.12
19-1031.02	1.B.2.b.3	Variety	EN	3.12
19-1031.02	1.B.2.b.6	Working Conditions	EN	2.75
19-1031.02	1.B.2.f.3	Autonomy	EN	4.37
19-1031.03	1.B.2.a	Achievement-Mean Extent	EN	3.56
19-1031.03	1.B.2.b	Working Conditions-Mean Extent	EN	3.08
19-1031.03	1.B.2.c	Recognition-Mean Extent	EN	2.96
19-1031.03	1.B.2.d	Relationships-Mean Extent	EN	3.16
19-1031.03	1.B.2.e	Support-Mean Extent	EN	2.79
19-1031.03	1.B.2.f	Independence-Mean Extent	EN	3.7
19-1031.03	1.B.2.a.1	Ability Utilization	EN	3.5
19-1031.03	1.B.2.a.2	Achievement	EN	3.62
19-1031.03	1.B.2.b.1	Activity	EN	3.25
19-1031.03	1.B.2.c.1	Advancement	EN	3
19-1031.03	1.B.2.c.3	Authority	EN	2.62
19-1031.03	1.B.2.e.1	Company Policies and Practices	EN	3.12
19-1031.03	1.B.2.b.4	Compensation	EN	2.5
19-1031.03	1.B.2.d.1	Co-workers	EN	3.12
19-1031.03	1.B.2.f.1	Creativity	EN	3.5
19-1031.03	1.B.2.b.2	Independence	EN	3.25
19-1031.03	1.B.2.d.3	Moral Values	EN	3.62
19-1031.03	1.B.2.c.2	Recognition	EN	3.25
19-1031.03	1.B.2.f.2	Responsibility	EN	3.62
19-1031.03	1.B.2.b.5	Security	EN	3.12
19-1031.03	1.B.2.d.2	Social Service	EN	2.75
19-1031.03	1.B.2.c.4	Social Status	EN	3
19-1031.03	1.B.2.e.2	Supervision, Human Relations	EN	2.87
19-1031.03	1.B.2.e.3	Supervision, Technical	EN	2.37
19-1031.03	1.B.2.b.3	Variety	EN	3.25
19-1031.03	1.B.2.b.6	Working Conditions	EN	3.12
19-1031.03	1.B.2.f.3	Autonomy	EN	4
19-1032.00	1.B.2.a	Achievement-Mean Extent	EN	3.81
19-1032.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.18
19-1032.00	1.B.2.c	Recognition-Mean Extent	EN	3.06
19-1032.00	1.B.2.d	Relationships-Mean Extent	EN	2.79
19-1032.00	1.B.2.e	Support-Mean Extent	EN	2.75
19-1032.00	1.B.2.f	Independence-Mean Extent	EN	3.91
19-1032.00	1.B.2.a.1	Ability Utilization	EN	3.87
19-1032.00	1.B.2.a.2	Achievement	EN	3.75
19-1032.00	1.B.2.b.1	Activity	EN	3.37
19-1032.00	1.B.2.c.1	Advancement	EN	2.75
19-1032.00	1.B.2.c.3	Authority	EN	3.25
19-1032.00	1.B.2.e.1	Company Policies and Practices	EN	3.12
19-1032.00	1.B.2.b.4	Compensation	EN	2.87
19-1032.00	1.B.2.d.1	Co-workers	EN	3
19-1032.00	1.B.2.f.1	Creativity	EN	3.5
19-1032.00	1.B.2.b.2	Independence	EN	3.37
19-1032.00	1.B.2.d.3	Moral Values	EN	3.12
19-1032.00	1.B.2.c.2	Recognition	EN	3.12
19-1032.00	1.B.2.f.2	Responsibility	EN	4
19-1032.00	1.B.2.b.5	Security	EN	3.37
19-1032.00	1.B.2.d.2	Social Service	EN	2.25
19-1032.00	1.B.2.c.4	Social Status	EN	3.12
19-1032.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87
19-1032.00	1.B.2.e.3	Supervision, Technical	EN	2.25
19-1032.00	1.B.2.b.3	Variety	EN	3.25
19-1032.00	1.B.2.b.6	Working Conditions	EN	2.87
19-1032.00	1.B.2.f.3	Autonomy	EN	4.25
19-1041.00	1.B.2.a	Achievement-Mean Extent	EN	4.56
19-1041.00	1.B.2.b	Working Conditions-Mean Extent	EN	4.1
19-1041.00	1.B.2.c	Recognition-Mean Extent	EN	3.78
19-1041.00	1.B.2.d	Relationships-Mean Extent	EN	3.04
19-1041.00	1.B.2.e	Support-Mean Extent	EN	2.7
19-1041.00	1.B.2.f	Independence-Mean Extent	EN	4.29
19-1041.00	1.B.2.a.1	Ability Utilization	EN	4.5
19-1041.00	1.B.2.a.2	Achievement	EN	4.62
19-1041.00	1.B.2.b.1	Activity	EN	4.25
19-1041.00	1.B.2.c.1	Advancement	EN	2.87
19-1041.00	1.B.2.c.3	Authority	EN	3.5
19-1041.00	1.B.2.e.1	Company Policies and Practices	EN	3.37
19-1041.00	1.B.2.b.4	Compensation	EN	4.37
19-1041.00	1.B.2.d.1	Co-workers	EN	3.12
19-1041.00	1.B.2.f.1	Creativity	EN	4.12
19-1041.00	1.B.2.b.2	Independence	EN	3.5
19-1041.00	1.B.2.d.3	Moral Values	EN	3.25
19-1041.00	1.B.2.c.2	Recognition	EN	4.12
19-1041.00	1.B.2.f.2	Responsibility	EN	4.37
19-1041.00	1.B.2.b.5	Security	EN	4.5
19-1041.00	1.B.2.d.2	Social Service	EN	2.75
19-1041.00	1.B.2.c.4	Social Status	EN	4.62
19-1041.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87
19-1041.00	1.B.2.e.3	Supervision, Technical	EN	1.87
19-1041.00	1.B.2.b.3	Variety	EN	3.87
19-1041.00	1.B.2.b.6	Working Conditions	EN	4.12
19-1041.00	1.B.2.f.3	Autonomy	EN	4.37
19-1042.00	1.B.2.a	Achievement-Mean Extent	EN	4.56
19-1042.00	1.B.2.b	Working Conditions-Mean Extent	EN	4.1
19-1042.00	1.B.2.c	Recognition-Mean Extent	EN	3.78
19-1042.00	1.B.2.d	Relationships-Mean Extent	EN	3.04
19-1042.00	1.B.2.e	Support-Mean Extent	EN	2.7
19-1042.00	1.B.2.f	Independence-Mean Extent	EN	4.29
19-1042.00	1.B.2.a.1	Ability Utilization	EN	4.5
19-1042.00	1.B.2.a.2	Achievement	EN	4.62
19-1042.00	1.B.2.b.1	Activity	EN	4.25
19-1042.00	1.B.2.c.1	Advancement	EN	2.87
19-1042.00	1.B.2.c.3	Authority	EN	3.5
19-1042.00	1.B.2.e.1	Company Policies and Practices	EN	3.37
19-1042.00	1.B.2.b.4	Compensation	EN	4.37
19-1042.00	1.B.2.d.1	Co-workers	EN	3.12
19-1042.00	1.B.2.f.1	Creativity	EN	4.12
19-1042.00	1.B.2.b.2	Independence	EN	3.5
19-1042.00	1.B.2.d.3	Moral Values	EN	3.25
19-1042.00	1.B.2.c.2	Recognition	EN	4.12
19-1042.00	1.B.2.f.2	Responsibility	EN	4.37
19-1042.00	1.B.2.b.5	Security	EN	4.5
19-1042.00	1.B.2.d.2	Social Service	EN	2.75
19-1042.00	1.B.2.c.4	Social Status	EN	4.62
19-1042.00	1.B.2.e.2	Supervision, Human Relations	EN	2.87
19-1042.00	1.B.2.e.3	Supervision, Technical	EN	1.87
19-1042.00	1.B.2.b.3	Variety	EN	3.87
19-1042.00	1.B.2.b.6	Working Conditions	EN	4.12
19-1042.00	1.B.2.f.3	Autonomy	EN	4.37
19-2011.00	1.B.2.a	Achievement-Mean Extent	EN	4.25
19-2011.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.56
19-2011.00	1.B.2.c	Recognition-Mean Extent	EN	2.71
19-2011.00	1.B.2.d	Relationships-Mean Extent	EN	2.62
19-2011.00	1.B.2.e	Support-Mean Extent	EN	2.41
19-2011.00	1.B.2.f	Independence-Mean Extent	EN	4.29
19-2011.00	1.B.2.a.1	Ability Utilization	EN	4.5
19-2011.00	1.B.2.a.2	Achievement	EN	4
19-2011.00	1.B.2.b.1	Activity	EN	3.12
19-2011.00	1.B.2.c.1	Advancement	EN	2.5
19-2011.00	1.B.2.c.3	Authority	EN	1.75
19-2011.00	1.B.2.e.1	Company Policies and Practices	EN	3.37
19-2011.00	1.B.2.b.4	Compensation	EN	3.37
19-2011.00	1.B.2.d.1	Co-workers	EN	2.12
19-2011.00	1.B.2.f.1	Creativity	EN	4.12
19-2011.00	1.B.2.b.2	Independence	EN	4.62
19-2011.00	1.B.2.d.3	Moral Values	EN	4.5
19-2011.00	1.B.2.c.2	Recognition	EN	3.25
19-2011.00	1.B.2.f.2	Responsibility	EN	4.12
19-2011.00	1.B.2.b.5	Security	EN	3.5
19-2011.00	1.B.2.d.2	Social Service	EN	1.25
19-2011.00	1.B.2.c.4	Social Status	EN	3.37
19-2011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.37
19-2011.00	1.B.2.e.3	Supervision, Technical	EN	1.5
19-2011.00	1.B.2.b.3	Variety	EN	3
19-2011.00	1.B.2.b.6	Working Conditions	EN	3.75
19-2011.00	1.B.2.f.3	Autonomy	EN	4.62
19-2012.00	1.B.2.a	Achievement-Mean Extent	EN	4.62
19-2012.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.81
19-2012.00	1.B.2.c	Recognition-Mean Extent	EN	3.59
19-2012.00	1.B.2.d	Relationships-Mean Extent	EN	2.87
19-2012.00	1.B.2.e	Support-Mean Extent	EN	2.87
19-2012.00	1.B.2.f	Independence-Mean Extent	EN	4.45
19-2012.00	1.B.2.a.1	Ability Utilization	EN	4.75
19-2012.00	1.B.2.a.2	Achievement	EN	4.5
19-2012.00	1.B.2.b.1	Activity	EN	3.62
19-2012.00	1.B.2.c.1	Advancement	EN	2.75
19-2012.00	1.B.2.c.3	Authority	EN	3
19-2012.00	1.B.2.e.1	Company Policies and Practices	EN	4
19-2012.00	1.B.2.b.4	Compensation	EN	3.75
19-2012.00	1.B.2.d.1	Co-workers	EN	3
19-2012.00	1.B.2.f.1	Creativity	EN	4.62
19-2012.00	1.B.2.b.2	Independence	EN	3.75
19-2012.00	1.B.2.d.3	Moral Values	EN	3.75
19-2012.00	1.B.2.c.2	Recognition	EN	4.37
19-2012.00	1.B.2.f.2	Responsibility	EN	4
19-2012.00	1.B.2.b.5	Security	EN	3.87
19-2012.00	1.B.2.d.2	Social Service	EN	1.87
19-2012.00	1.B.2.c.4	Social Status	EN	4.25
19-2012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.75
19-2012.00	1.B.2.e.3	Supervision, Technical	EN	1.87
19-2012.00	1.B.2.b.3	Variety	EN	3.5
19-2012.00	1.B.2.b.6	Working Conditions	EN	4.37
19-2012.00	1.B.2.f.3	Autonomy	EN	4.75
19-2021.00	1.B.2.a	Achievement-Mean Extent	EN	3.93
19-2021.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.6
19-2021.00	1.B.2.c	Recognition-Mean Extent	EN	3.15
19-2021.00	1.B.2.d	Relationships-Mean Extent	EN	3.08
19-2021.00	1.B.2.e	Support-Mean Extent	EN	2.91
19-2021.00	1.B.2.f	Independence-Mean Extent	EN	3.7
19-2021.00	1.B.2.a.1	Ability Utilization	EN	4
19-2021.00	1.B.2.a.2	Achievement	EN	3.87
19-2021.00	1.B.2.b.1	Activity	EN	3.5
19-2021.00	1.B.2.c.1	Advancement	EN	2.5
19-2021.00	1.B.2.c.3	Authority	EN	2.5
19-2021.00	1.B.2.e.1	Company Policies and Practices	EN	3.37
19-2021.00	1.B.2.b.4	Compensation	EN	3.25
19-2021.00	1.B.2.d.1	Co-workers	EN	2.87
19-2021.00	1.B.2.f.1	Creativity	EN	3.12
19-2021.00	1.B.2.b.2	Independence	EN	3.62
19-2021.00	1.B.2.d.3	Moral Values	EN	4.37
19-2021.00	1.B.2.c.2	Recognition	EN	3.75
19-2021.00	1.B.2.f.2	Responsibility	EN	4
19-2021.00	1.B.2.b.5	Security	EN	4.12
19-2021.00	1.B.2.d.2	Social Service	EN	2
19-2021.00	1.B.2.c.4	Social Status	EN	3.87
19-2021.00	1.B.2.e.2	Supervision, Human Relations	EN	3.12
19-2021.00	1.B.2.e.3	Supervision, Technical	EN	2.25
19-2021.00	1.B.2.b.3	Variety	EN	3.37
19-2021.00	1.B.2.b.6	Working Conditions	EN	3.75
19-2021.00	1.B.2.f.3	Autonomy	EN	4
19-2031.00	1.B.2.a	Achievement-Mean Extent	EN	4.43
19-2031.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.83
19-2031.00	1.B.2.c	Recognition-Mean Extent	EN	3.28
19-2031.00	1.B.2.d	Relationships-Mean Extent	EN	2.75
19-2031.00	1.B.2.e	Support-Mean Extent	EN	3.12
19-2031.00	1.B.2.f	Independence-Mean Extent	EN	4.33
19-2031.00	1.B.2.a.1	Ability Utilization	EN	4.62
19-2031.00	1.B.2.a.2	Achievement	EN	4.25
19-2031.00	1.B.2.b.1	Activity	EN	3.5
19-2031.00	1.B.2.c.1	Advancement	EN	3
19-2031.00	1.B.2.c.3	Authority	EN	2.75
19-2031.00	1.B.2.e.1	Company Policies and Practices	EN	3.87
19-2031.00	1.B.2.b.4	Compensation	EN	3.87
19-2031.00	1.B.2.d.1	Co-workers	EN	2.87
19-2031.00	1.B.2.f.1	Creativity	EN	4.5
19-2031.00	1.B.2.b.2	Independence	EN	4
19-2031.00	1.B.2.d.3	Moral Values	EN	4
19-2031.00	1.B.2.c.2	Recognition	EN	3.62
19-2031.00	1.B.2.f.2	Responsibility	EN	4.25
19-2031.00	1.B.2.b.5	Security	EN	4.25
19-2031.00	1.B.2.d.2	Social Service	EN	1.37
19-2031.00	1.B.2.c.4	Social Status	EN	3.75
19-2031.00	1.B.2.e.2	Supervision, Human Relations	EN	3.25
19-2031.00	1.B.2.e.3	Supervision, Technical	EN	2.25
19-2031.00	1.B.2.b.3	Variety	EN	3.5
19-2031.00	1.B.2.b.6	Working Conditions	EN	3.87
19-2031.00	1.B.2.f.3	Autonomy	EN	4.25
19-2032.00	1.B.2.a	Achievement-Mean Extent	EN	3.81
19-2032.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.5
19-2032.00	1.B.2.c	Recognition-Mean Extent	EN	3.09
19-2032.00	1.B.2.d	Relationships-Mean Extent	EN	2.79
19-2032.00	1.B.2.e	Support-Mean Extent	EN	3
19-2032.00	1.B.2.f	Independence-Mean Extent	EN	4.12
19-2032.00	1.B.2.a.1	Ability Utilization	EN	4.12
19-2032.00	1.B.2.a.2	Achievement	EN	3.5
19-2032.00	1.B.2.b.1	Activity	EN	3.62
19-2032.00	1.B.2.c.1	Advancement	EN	2.75
19-2032.00	1.B.2.c.3	Authority	EN	2.62
19-2032.00	1.B.2.e.1	Company Policies and Practices	EN	3.62
19-2032.00	1.B.2.b.4	Compensation	EN	3.5
19-2032.00	1.B.2.d.1	Co-workers	EN	2.87
19-2032.00	1.B.2.f.1	Creativity	EN	4.12
19-2032.00	1.B.2.b.2	Independence	EN	3.5
19-2032.00	1.B.2.d.3	Moral Values	EN	3.75
19-2032.00	1.B.2.c.2	Recognition	EN	3.37
19-2032.00	1.B.2.f.2	Responsibility	EN	3.87
19-2032.00	1.B.2.b.5	Security	EN	3.75
19-2032.00	1.B.2.d.2	Social Service	EN	1.75
19-2032.00	1.B.2.c.4	Social Status	EN	3.62
19-2032.00	1.B.2.e.2	Supervision, Human Relations	EN	3.25
19-2032.00	1.B.2.e.3	Supervision, Technical	EN	2.12
19-2032.00	1.B.2.b.3	Variety	EN	2.75
19-2032.00	1.B.2.b.6	Working Conditions	EN	3.87
19-2032.00	1.B.2.f.3	Autonomy	EN	4.37
19-2041.00	1.B.2.a	Achievement-Mean Extent	EN	4.18
19-2041.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.54
19-2041.00	1.B.2.c	Recognition-Mean Extent	EN	3.03
19-2041.00	1.B.2.d	Relationships-Mean Extent	EN	2.62
19-2041.00	1.B.2.e	Support-Mean Extent	EN	2.83
19-2041.00	1.B.2.f	Independence-Mean Extent	EN	4.12
19-2041.00	1.B.2.a.1	Ability Utilization	EN	4.25
19-2041.00	1.B.2.a.2	Achievement	EN	4.12
19-2041.00	1.B.2.b.1	Activity	EN	3.5
19-2041.00	1.B.2.c.1	Advancement	EN	2.87
19-2041.00	1.B.2.c.3	Authority	EN	2
19-2041.00	1.B.2.e.1	Company Policies and Practices	EN	3.62
19-2041.00	1.B.2.b.4	Compensation	EN	3.37
19-2041.00	1.B.2.d.1	Co-workers	EN	2.75
19-2041.00	1.B.2.f.1	Creativity	EN	4
19-2041.00	1.B.2.b.2	Independence	EN	3.87
19-2041.00	1.B.2.d.3	Moral Values	EN	3.25
19-2041.00	1.B.2.c.2	Recognition	EN	3.62
19-2041.00	1.B.2.f.2	Responsibility	EN	3.87
19-2041.00	1.B.2.b.5	Security	EN	3.75
19-2041.00	1.B.2.d.2	Social Service	EN	1.87
