O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value
27-1023.00	1.B.1.e	Enterprising	OI	4.33
27-1023.00	1.B.1.f	Conventional	OI	2.66
27-1023.00	1.B.1.g	First Interest High-Point	IH	3
27-1023.00	1.B.1.h	Second Interest High-Point	IH	1
27-1023.00	1.B.1.i	Third Interest High-Point	IH	5
27-1024.00	1.B.1.a	Realistic	OI	4
27-1024.00	1.B.1.b	Investigative	OI	3
27-1024.00	1.B.1.c	Artistic	OI	6.66
27-1024.00	1.B.1.d	Social	OI	3.33
27-1024.00	1.B.1.e	Enterprising	OI	4.33
27-1024.00	1.B.1.f	Conventional	OI	3.33
27-1024.00	1.B.1.g	First Interest High-Point	IH	3
27-1024.00	1.B.1.h	Second Interest High-Point	IH	5
27-1024.00	1.B.1.i	Third Interest High-Point	IH	0
27-1025.00	1.B.1.a	Realistic	OI	4.33
27-1025.00	1.B.1.b	Investigative	OI	3.33
27-1025.00	1.B.1.c	Artistic	OI	6.66
27-1025.00	1.B.1.d	Social	OI	3.66
27-1025.00	1.B.1.e	Enterprising	OI	5.33
27-1025.00	1.B.1.f	Conventional	OI	3
27-1025.00	1.B.1.g	First Interest High-Point	IH	3
27-1025.00	1.B.1.h	Second Interest High-Point	IH	5
27-1025.00	1.B.1.i	Third Interest High-Point	IH	0
27-1026.00	1.B.1.a	Realistic	OI	5.66
27-1026.00	1.B.1.b	Investigative	OI	3
27-1026.00	1.B.1.c	Artistic	OI	6
27-1026.00	1.B.1.d	Social	OI	3
27-1026.00	1.B.1.e	Enterprising	OI	4.66
27-1026.00	1.B.1.f	Conventional	OI	2.66
27-1026.00	1.B.1.g	First Interest High-Point	IH	3
27-1026.00	1.B.1.h	Second Interest High-Point	IH	1
27-1026.00	1.B.1.i	Third Interest High-Point	IH	5
27-1027.01	1.B.1.a	Realistic	OI	5
27-1027.01	1.B.1.b	Investigative	OI	3.66
27-1027.01	1.B.1.c	Artistic	OI	6.66
27-1027.01	1.B.1.d	Social	OI	2.33
27-1027.01	1.B.1.e	Enterprising	OI	3.33
27-1027.01	1.B.1.f	Conventional	OI	2.66
27-1027.01	1.B.1.g	First Interest High-Point	IH	3
27-1027.01	1.B.1.h	Second Interest High-Point	IH	1
27-1027.01	1.B.1.i	Third Interest High-Point	IH	0
27-1027.02	1.B.1.a	Realistic	OI	5
27-1027.02	1.B.1.b	Investigative	OI	3.33
27-1027.02	1.B.1.c	Artistic	OI	6.66
27-1027.02	1.B.1.d	Social	OI	3
27-1027.02	1.B.1.e	Enterprising	OI	4.33
27-1027.02	1.B.1.f	Conventional	OI	2.66
27-1027.02	1.B.1.g	First Interest High-Point	IH	3
27-1027.02	1.B.1.h	Second Interest High-Point	IH	1
27-1027.02	1.B.1.i	Third Interest High-Point	IH	5
27-2011.00	1.B.1.a	Realistic	OI	2.66
27-2011.00	1.B.1.b	Investigative	OI	3
27-2011.00	1.B.1.c	Artistic	OI	6.66
27-2011.00	1.B.1.d	Social	OI	4.33
27-2011.00	1.B.1.e	Enterprising	OI	5
27-2011.00	1.B.1.f	Conventional	OI	2.66
27-2011.00	1.B.1.g	First Interest High-Point	IH	3
27-2011.00	1.B.1.h	Second Interest High-Point	IH	5
27-2011.00	1.B.1.i	Third Interest High-Point	IH	4
27-2012.01	1.B.1.a	Realistic	OI	3
27-2012.01	1.B.1.b	Investigative	OI	2.66
27-2012.01	1.B.1.c	Artistic	OI	6
27-2012.01	1.B.1.d	Social	OI	4
27-2012.01	1.B.1.e	Enterprising	OI	5
27-2012.01	1.B.1.f	Conventional	OI	3.33
27-2012.01	1.B.1.g	First Interest High-Point	IH	3
27-2012.01	1.B.1.h	Second Interest High-Point	IH	5
27-2012.01	1.B.1.i	Third Interest High-Point	IH	0
27-2012.02	1.B.1.a	Realistic	OI	3.66
27-2012.02	1.B.1.b	Investigative	OI	2.66
27-2012.02	1.B.1.c	Artistic	OI	6.66
27-2012.02	1.B.1.d	Social	OI	4.33
27-2012.02	1.B.1.e	Enterprising	OI	5.66
27-2012.02	1.B.1.f	Conventional	OI	3.33
27-2012.02	1.B.1.g	First Interest High-Point	IH	3
27-2012.02	1.B.1.h	Second Interest High-Point	IH	5
27-2012.02	1.B.1.i	Third Interest High-Point	IH	0
27-2012.03	1.B.1.a	Realistic	OI	3
27-2012.03	1.B.1.b	Investigative	OI	2.33
27-2012.03	1.B.1.c	Artistic	OI	5
27-2012.03	1.B.1.d	Social	OI	4
27-2012.03	1.B.1.e	Enterprising	OI	6.33
27-2012.03	1.B.1.f	Conventional	OI	4
27-2012.03	1.B.1.g	First Interest High-Point	IH	5
27-2012.03	1.B.1.h	Second Interest High-Point	IH	3
27-2012.03	1.B.1.i	Third Interest High-Point	IH	0
27-2012.04	1.B.1.a	Realistic	OI	2.33
27-2012.04	1.B.1.b	Investigative	OI	2.33
27-2012.04	1.B.1.c	Artistic	OI	6.33
27-2012.04	1.B.1.d	Social	OI	5
27-2012.04	1.B.1.e	Enterprising	OI	6
27-2012.04	1.B.1.f	Conventional	OI	3.33
27-2012.04	1.B.1.g	First Interest High-Point	IH	3
27-2012.04	1.B.1.h	Second Interest High-Point	IH	5
27-2012.04	1.B.1.i	Third Interest High-Point	IH	4
27-2012.05	1.B.1.a	Realistic	OI	6
27-2012.05	1.B.1.b	Investigative	OI	3.33
27-2012.05	1.B.1.c	Artistic	OI	5
27-2012.05	1.B.1.d	Social	OI	3.66
27-2012.05	1.B.1.e	Enterprising	OI	4.66
27-2012.05	1.B.1.f	Conventional	OI	3.66
27-2012.05	1.B.1.g	First Interest High-Point	IH	1
27-2012.05	1.B.1.h	Second Interest High-Point	IH	3
27-2012.05	1.B.1.i	Third Interest High-Point	IH	5
27-2021.00	1.B.1.a	Realistic	OI	5
27-2021.00	1.B.1.b	Investigative	OI	2
27-2021.00	1.B.1.c	Artistic	OI	3
27-2021.00	1.B.1.d	Social	OI	4
27-2021.00	1.B.1.e	Enterprising	OI	6
27-2021.00	1.B.1.f	Conventional	OI	2.66
27-2021.00	1.B.1.g	First Interest High-Point	IH	5
27-2021.00	1.B.1.h	Second Interest High-Point	IH	1
27-2021.00	1.B.1.i	Third Interest High-Point	IH	4
27-2022.00	1.B.1.a	Realistic	OI	5
27-2022.00	1.B.1.b	Investigative	OI	2
27-2022.00	1.B.1.c	Artistic	OI	2.33
27-2022.00	1.B.1.d	Social	OI	4
27-2022.00	1.B.1.e	Enterprising	OI	6
27-2022.00	1.B.1.f	Conventional	OI	3
27-2022.00	1.B.1.g	First Interest High-Point	IH	5
27-2022.00	1.B.1.h	Second Interest High-Point	IH	1
27-2022.00	1.B.1.i	Third Interest High-Point	IH	4
27-2023.00	1.B.1.a	Realistic	OI	5.66
27-2023.00	1.B.1.b	Investigative	OI	2
27-2023.00	1.B.1.c	Artistic	OI	2
27-2023.00	1.B.1.d	Social	OI	3.66
27-2023.00	1.B.1.e	Enterprising	OI	4.66
27-2023.00	1.B.1.f	Conventional	OI	5.66
27-2023.00	1.B.1.g	First Interest High-Point	IH	5
27-2023.00	1.B.1.h	Second Interest High-Point	IH	4
27-2023.00	1.B.1.i	Third Interest High-Point	IH	1
27-2031.00	1.B.1.a	Realistic	OI	4
27-2031.00	1.B.1.b	Investigative	OI	2.66
27-2031.00	1.B.1.c	Artistic	OI	6.66
27-2031.00	1.B.1.d	Social	OI	4
27-2031.00	1.B.1.e	Enterprising	OI	3.66
27-2031.00	1.B.1.f	Conventional	OI	2.33
27-2031.00	1.B.1.g	First Interest High-Point	IH	3
27-2031.00	1.B.1.h	Second Interest High-Point	IH	4
27-2031.00	1.B.1.i	Third Interest High-Point	IH	1
27-2032.00	1.B.1.a	Realistic	OI	3.66
27-2032.00	1.B.1.b	Investigative	OI	3.33
27-2032.00	1.B.1.c	Artistic	OI	6.66
27-2032.00	1.B.1.d	Social	OI	5
27-2032.00	1.B.1.e	Enterprising	OI	4.66
27-2032.00	1.B.1.f	Conventional	OI	3
27-2032.00	1.B.1.g	First Interest High-Point	IH	3
27-2032.00	1.B.1.h	Second Interest High-Point	IH	4
27-2032.00	1.B.1.i	Third Interest High-Point	IH	5
27-2041.01	1.B.1.a	Realistic	OI	2.66
27-2041.01	1.B.1.b	Investigative	OI	2.66
27-2041.01	1.B.1.c	Artistic	OI	6.66
27-2041.01	1.B.1.d	Social	OI	4.33
27-2041.01	1.B.1.e	Enterprising	OI	4.33
27-2041.01	1.B.1.f	Conventional	OI	2.33
27-2041.01	1.B.1.g	First Interest High-Point	IH	3
27-2041.01	1.B.1.h	Second Interest High-Point	IH	4
27-2041.01	1.B.1.i	Third Interest High-Point	IH	5
27-2041.02	1.B.1.a	Realistic	OI	2.66
27-2041.02	1.B.1.b	Investigative	OI	3.33
27-2041.02	1.B.1.c	Artistic	OI	6.66
27-2041.02	1.B.1.d	Social	OI	3
27-2041.02	1.B.1.e	Enterprising	OI	2.66
27-2041.02	1.B.1.f	Conventional	OI	3.33
27-2041.02	1.B.1.g	First Interest High-Point	IH	3
27-2041.02	1.B.1.h	Second Interest High-Point	IH	0
27-2041.02	1.B.1.i	Third Interest High-Point	IH	0
27-2041.03	1.B.1.a	Realistic	OI	2.33
27-2041.03	1.B.1.b	Investigative	OI	3
27-2041.03	1.B.1.c	Artistic	OI	6.66
27-2041.03	1.B.1.d	Social	OI	3.33
27-2041.03	1.B.1.e	Enterprising	OI	3.66
27-2041.03	1.B.1.f	Conventional	OI	3
27-2041.03	1.B.1.g	First Interest High-Point	IH	3
27-2041.03	1.B.1.h	Second Interest High-Point	IH	0
27-2041.03	1.B.1.i	Third Interest High-Point	IH	0
27-2042.01	1.B.1.a	Realistic	OI	2.33
27-2042.01	1.B.1.b	Investigative	OI	2.66
27-2042.01	1.B.1.c	Artistic	OI	6.66
27-2042.01	1.B.1.d	Social	OI	3.66
27-2042.01	1.B.1.e	Enterprising	OI	4.66
27-2042.01	1.B.1.f	Conventional	OI	2.33
27-2042.01	1.B.1.g	First Interest High-Point	IH	3
27-2042.01	1.B.1.h	Second Interest High-Point	IH	5
27-2042.01	1.B.1.i	Third Interest High-Point	IH	0
27-2042.02	1.B.1.a	Realistic	OI	3.66
27-2042.02	1.B.1.b	Investigative	OI	3.33
27-2042.02	1.B.1.c	Artistic	OI	6.66
27-2042.02	1.B.1.d	Social	OI	3.66
27-2042.02	1.B.1.e	Enterprising	OI	3.66
27-2042.02	1.B.1.f	Conventional	OI	2.66
27-2042.02	1.B.1.g	First Interest High-Point	IH	3
27-2042.02	1.B.1.h	Second Interest High-Point	IH	0
27-2042.02	1.B.1.i	Third Interest High-Point	IH	0
27-3011.00	1.B.1.a	Realistic	OI	2.66
27-3011.00	1.B.1.b	Investigative	OI	3.66
27-3011.00	1.B.1.c	Artistic	OI	6
27-3011.00	1.B.1.d	Social	OI	5.66
27-3011.00	1.B.1.e	Enterprising	OI	5.33
27-3011.00	1.B.1.f	Conventional	OI	3
27-3011.00	1.B.1.g	First Interest High-Point	IH	3
27-3011.00	1.B.1.h	Second Interest High-Point	IH	4
27-3011.00	1.B.1.i	Third Interest High-Point	IH	5
27-3012.00	1.B.1.a	Realistic	OI	2.66
27-3012.00	1.B.1.b	Investigative	OI	2
27-3012.00	1.B.1.c	Artistic	OI	4.66
27-3012.00	1.B.1.d	Social	OI	6
27-3012.00	1.B.1.e	Enterprising	OI	4.33
27-3012.00	1.B.1.f	Conventional	OI	3
27-3012.00	1.B.1.g	First Interest High-Point	IH	4
27-3012.00	1.B.1.h	Second Interest High-Point	IH	3
27-3012.00	1.B.1.i	Third Interest High-Point	IH	5
27-3021.00	1.B.1.a	Realistic	OI	2.66
27-3021.00	1.B.1.b	Investigative	OI	4
27-3021.00	1.B.1.c	Artistic	OI	6.66
27-3021.00	1.B.1.d	Social	OI	5
27-3021.00	1.B.1.e	Enterprising	OI	4.33
27-3021.00	1.B.1.f	Conventional	OI	3
27-3021.00	1.B.1.g	First Interest High-Point	IH	3
27-3021.00	1.B.1.h	Second Interest High-Point	IH	4
27-3021.00	1.B.1.i	Third Interest High-Point	IH	0
27-3022.00	1.B.1.a	Realistic	OI	2
27-3022.00	1.B.1.b	Investigative	OI	5.33
27-3022.00	1.B.1.c	Artistic	OI	6.33
27-3022.00	1.B.1.d	Social	OI	3.33
27-3022.00	1.B.1.e	Enterprising	OI	4.33
27-3022.00	1.B.1.f	Conventional	OI	3.33
27-3022.00	1.B.1.g	First Interest High-Point	IH	3
27-3022.00	1.B.1.h	Second Interest High-Point	IH	2
27-3022.00	1.B.1.i	Third Interest High-Point	IH	5
27-3031.00	1.B.1.a	Realistic	OI	2
27-3031.00	1.B.1.b	Investigative	OI	3
27-3031.00	1.B.1.c	Artistic	OI	5
27-3031.00	1.B.1.d	Social	OI	4.33
27-3031.00	1.B.1.e	Enterprising	OI	6
27-3031.00	1.B.1.f	Conventional	OI	3
27-3031.00	1.B.1.g	First Interest High-Point	IH	5
27-3031.00	1.B.1.h	Second Interest High-Point	IH	3
27-3031.00	1.B.1.i	Third Interest High-Point	IH	4
27-3041.00	1.B.1.a	Realistic	OI	2.33
27-3041.00	1.B.1.b	Investigative	OI	3.66
27-3041.00	1.B.1.c	Artistic	OI	6
27-3041.00	1.B.1.d	Social	OI	4.66
27-3041.00	1.B.1.e	Enterprising	OI	4.66
27-3041.00	1.B.1.f	Conventional	OI	3.66
27-3041.00	1.B.1.g	First Interest High-Point	IH	3
27-3041.00	1.B.1.h	Second Interest High-Point	IH	4
27-3041.00	1.B.1.i	Third Interest High-Point	IH	5
27-3042.00	1.B.1.a	Realistic	OI	3.33
27-3042.00	1.B.1.b	Investigative	OI	5
27-3042.00	1.B.1.c	Artistic	OI	6
27-3042.00	1.B.1.d	Social	OI	3
27-3042.00	1.B.1.e	Enterprising	OI	3.33
27-3042.00	1.B.1.f	Conventional	OI	3.33
27-3042.00	1.B.1.g	First Interest High-Point	IH	3
27-3042.00	1.B.1.h	Second Interest High-Point	IH	2
27-3042.00	1.B.1.i	Third Interest High-Point	IH	0
27-3043.01	1.B.1.a	Realistic	OI	2
27-3043.01	1.B.1.b	Investigative	OI	3.66
27-3043.01	1.B.1.c	Artistic	OI	6.66
27-3043.01	1.B.1.d	Social	OI	3.33
27-3043.01	1.B.1.e	Enterprising	OI	2.66
27-3043.01	1.B.1.f	Conventional	OI	2.33
27-3043.01	1.B.1.g	First Interest High-Point	IH	3
27-3043.01	1.B.1.h	Second Interest High-Point	IH	2
27-3043.01	1.B.1.i	Third Interest High-Point	IH	0
27-3043.02	1.B.1.a	Realistic	OI	2
27-3043.02	1.B.1.b	Investigative	OI	3.33
27-3043.02	1.B.1.c	Artistic	OI	6.66
27-3043.02	1.B.1.d	Social	OI	3
27-3043.02	1.B.1.e	Enterprising	OI	3
27-3043.02	1.B.1.f	Conventional	OI	2.33
27-3043.02	1.B.1.g	First Interest High-Point	IH	3
27-3043.02	1.B.1.h	Second Interest High-Point	IH	0
27-3043.02	1.B.1.i	Third Interest High-Point	IH	0
27-3043.03	1.B.1.a	Realistic	OI	2
27-3043.03	1.B.1.b	Investigative	OI	3.33
27-3043.03	1.B.1.c	Artistic	OI	5
27-3043.03	1.B.1.d	Social	OI	4
27-3043.03	1.B.1.e	Enterprising	OI	3
27-3043.03	1.B.1.f	Conventional	OI	4
27-3043.03	1.B.1.g	First Interest High-Point	IH	3
27-3043.03	1.B.1.h	Second Interest High-Point	IH	4
27-3043.03	1.B.1.i	Third Interest High-Point	IH	6
27-3043.04	1.B.1.a	Realistic	OI	2
27-3043.04	1.B.1.b	Investigative	OI	3
27-3043.04	1.B.1.c	Artistic	OI	6
27-3043.04	1.B.1.d	Social	OI	4
27-3043.04	1.B.1.e	Enterprising	OI	5
27-3043.04	1.B.1.f	Conventional	OI	3
27-3043.04	1.B.1.g	First Interest High-Point	IH	3
27-3043.04	1.B.1.h	Second Interest High-Point	IH	5
27-3043.04	1.B.1.i	Third Interest High-Point	IH	4
27-3091.00	1.B.1.a	Realistic	OI	2.33
27-3091.00	1.B.1.b	Investigative	OI	4.33
27-3091.00	1.B.1.c	Artistic	OI	5.33
27-3091.00	1.B.1.d	Social	OI	5
27-3091.00	1.B.1.e	Enterprising	OI	3
27-3091.00	1.B.1.f	Conventional	OI	4
27-3091.00	1.B.1.g	First Interest High-Point	IH	3
27-3091.00	1.B.1.h	Second Interest High-Point	IH	4
27-3091.00	1.B.1.i	Third Interest High-Point	IH	2
27-4011.00	1.B.1.a	Realistic	OI	3.66
27-4011.00	1.B.1.b	Investigative	OI	3
27-4011.00	1.B.1.c	Artistic	OI	3.66
27-4011.00	1.B.1.d	Social	OI	4.33
27-4011.00	1.B.1.e	Enterprising	OI	3.33
27-4011.00	1.B.1.f	Conventional	OI	5
27-4011.00	1.B.1.g	First Interest High-Point	IH	6
27-4011.00	1.B.1.h	Second Interest High-Point	IH	4
27-4011.00	1.B.1.i	Third Interest High-Point	IH	0
27-4012.00	1.B.1.a	Realistic	OI	6.33
27-4012.00	1.B.1.b	Investigative	OI	3.33
27-4012.00	1.B.1.c	Artistic	OI	4
27-4012.00	1.B.1.d	Social	OI	3
27-4012.00	1.B.1.e	Enterprising	OI	3
27-4012.00	1.B.1.f	Conventional	OI	3.33
27-4012.00	1.B.1.g	First Interest High-Point	IH	1
27-4012.00	1.B.1.h	Second Interest High-Point	IH	3
27-4012.00	1.B.1.i	Third Interest High-Point	IH	0
27-4013.00	1.B.1.a	Realistic	OI	6.33
27-4013.00	1.B.1.b	Investigative	OI	3.33
27-4013.00	1.B.1.c	Artistic	OI	2.33
27-4013.00	1.B.1.d	Social	OI	2.66
27-4013.00	1.B.1.e	Enterprising	OI	3.66
27-4013.00	1.B.1.f	Conventional	OI	4.33
27-4013.00	1.B.1.g	First Interest High-Point	IH	1
27-4013.00	1.B.1.h	Second Interest High-Point	IH	6
27-4013.00	1.B.1.i	Third Interest High-Point	IH	0
27-4014.00	1.B.1.a	Realistic	OI	6.33
27-4014.00	1.B.1.b	Investigative	OI	4
27-4014.00	1.B.1.c	Artistic	OI	5
27-4014.00	1.B.1.d	Social	OI	2
27-4014.00	1.B.1.e	Enterprising	OI	3.66
27-4014.00	1.B.1.f	Conventional	OI	3.66
27-4014.00	1.B.1.g	First Interest High-Point	IH	1
27-4014.00	1.B.1.h	Second Interest High-Point	IH	3
27-4014.00	1.B.1.i	Third Interest High-Point	IH	0
27-4021.01	1.B.1.a	Realistic	OI	4.33
27-4021.01	1.B.1.b	Investigative	OI	2.66
27-4021.01	1.B.1.c	Artistic	OI	6.66
27-4021.01	1.B.1.d	Social	OI	3.66
27-4021.01	1.B.1.e	Enterprising	OI	4
27-4021.01	1.B.1.f	Conventional	OI	2.66
27-4021.01	1.B.1.g	First Interest High-Point	IH	3
27-4021.01	1.B.1.h	Second Interest High-Point	IH	1
27-4021.01	1.B.1.i	Third Interest High-Point	IH	0
27-4021.02	1.B.1.a	Realistic	OI	4.66
27-4021.02	1.B.1.b	Investigative	OI	4.33
27-4021.02	1.B.1.c	Artistic	OI	6
27-4021.02	1.B.1.d	Social	OI	3
27-4021.02	1.B.1.e	Enterprising	OI	3
27-4021.02	1.B.1.f	Conventional	OI	2.66
27-4021.02	1.B.1.g	First Interest High-Point	IH	3
27-4021.02	1.B.1.h	Second Interest High-Point	IH	1
27-4021.02	1.B.1.i	Third Interest High-Point	IH	2
27-4031.00	1.B.1.a	Realistic	OI	5
27-4031.00	1.B.1.b	Investigative	OI	3
27-4031.00	1.B.1.c	Artistic	OI	6
27-4031.00	1.B.1.d	Social	OI	3
27-4031.00	1.B.1.e	Enterprising	OI	3.66
27-4031.00	1.B.1.f	Conventional	OI	3
27-4031.00	1.B.1.g	First Interest High-Point	IH	3
27-4031.00	1.B.1.h	Second Interest High-Point	IH	1
27-4031.00	1.B.1.i	Third Interest High-Point	IH	0
27-4032.00	1.B.1.a	Realistic	OI	3.66
27-4032.00	1.B.1.b	Investigative	OI	3.66
27-4032.00	1.B.1.c	Artistic	OI	6.66
27-4032.00	1.B.1.d	Social	OI	3.33
27-4032.00	1.B.1.e	Enterprising	OI	4
27-4032.00	1.B.1.f	Conventional	OI	2.66
27-4032.00	1.B.1.g	First Interest High-Point	IH	3
27-4032.00	1.B.1.h	Second Interest High-Point	IH	0
27-4032.00	1.B.1.i	Third Interest High-Point	IH	0
29-1011.00	1.B.1.a	Realistic	OI	5.33
29-1011.00	1.B.1.b	Investigative	OI	6
29-1011.00	1.B.1.c	Artistic	OI	4
29-1011.00	1.B.1.d	Social	OI	5
29-1011.00	1.B.1.e	Enterprising	OI	4
29-1011.00	1.B.1.f	Conventional	OI	3.33
29-1011.00	1.B.1.g	First Interest High-Point	IH	2
29-1011.00	1.B.1.h	Second Interest High-Point	IH	1
29-1011.00	1.B.1.i	Third Interest High-Point	IH	4
29-1021.00	1.B.1.a	Realistic	OI	5.33
29-1021.00	1.B.1.b	Investigative	OI	7
29-1021.00	1.B.1.c	Artistic	OI	3.33
29-1021.00	1.B.1.d	Social	OI	4.66
29-1021.00	1.B.1.e	Enterprising	OI	3.66
29-1021.00	1.B.1.f	Conventional	OI	3.33
29-1021.00	1.B.1.g	First Interest High-Point	IH	2
29-1021.00	1.B.1.h	Second Interest High-Point	IH	1
29-1021.00	1.B.1.i	Third Interest High-Point	IH	4
29-1022.00	1.B.1.a	Realistic	OI	5.33
29-1022.00	1.B.1.b	Investigative	OI	6.66
29-1022.00	1.B.1.c	Artistic	OI	4
29-1022.00	1.B.1.d	Social	OI	5
29-1022.00	1.B.1.e	Enterprising	OI	4
29-1022.00	1.B.1.f	Conventional	OI	3.33
29-1022.00	1.B.1.g	First Interest High-Point	IH	2
29-1022.00	1.B.1.h	Second Interest High-Point	IH	1
29-1022.00	1.B.1.i	Third Interest High-Point	IH	4
29-1023.00	1.B.1.a	Realistic	OI	5.33
29-1023.00	1.B.1.b	Investigative	OI	7
29-1023.00	1.B.1.c	Artistic	OI	3.66
29-1023.00	1.B.1.d	Social	OI	5
29-1023.00	1.B.1.e	Enterprising	OI	3.66
29-1023.00	1.B.1.f	Conventional	OI	3.33
29-1023.00	1.B.1.g	First Interest High-Point	IH	2
29-1023.00	1.B.1.h	Second Interest High-Point	IH	1
29-1023.00	1.B.1.i	Third Interest High-Point	IH	4
29-1024.00	1.B.1.a	Realistic	OI	4.33
29-1024.00	1.B.1.b	Investigative	OI	6.33
29-1024.00	1.B.1.c	Artistic	OI	3.33
29-1024.00	1.B.1.d	Social	OI	4
29-1024.00	1.B.1.e	Enterprising	OI	3
29-1024.00	1.B.1.f	Conventional	OI	3.33
29-1024.00	1.B.1.g	First Interest High-Point	IH	2
29-1024.00	1.B.1.h	Second Interest High-Point	IH	1
29-1024.00	1.B.1.i	Third Interest High-Point	IH	0
29-1031.00	1.B.1.a	Realistic	OI	4.33
29-1031.00	1.B.1.b	Investigative	OI	6
29-1031.00	1.B.1.c	Artistic	OI	3
29-1031.00	1.B.1.d	Social	OI	4.66
29-1031.00	1.B.1.e	Enterprising	OI	5
29-1031.00	1.B.1.f	Conventional	OI	3.66
29-1031.00	1.B.1.g	First Interest High-Point	IH	2
29-1031.00	1.B.1.h	Second Interest High-Point	IH	5
29-1031.00	1.B.1.i	Third Interest High-Point	IH	4
29-1041.00	1.B.1.a	Realistic	OI	5.66
29-1041.00	1.B.1.b	Investigative	OI	6.66
29-1041.00	1.B.1.c	Artistic	OI	3.66
29-1041.00	1.B.1.d	Social	OI	4.66
29-1041.00	1.B.1.e	Enterprising	OI	4
29-1041.00	1.B.1.f	Conventional	OI	3.66
29-1041.00	1.B.1.g	First Interest High-Point	IH	2
29-1041.00	1.B.1.h	Second Interest High-Point	IH	1
29-1041.00	1.B.1.i	Third Interest High-Point	IH	0
29-1051.00	1.B.1.a	Realistic	OI	4.66
29-1051.00	1.B.1.b	Investigative	OI	6.33
29-1051.00	1.B.1.c	Artistic	OI	3
29-1051.00	1.B.1.d	Social	OI	3
29-1051.00	1.B.1.e	Enterprising	OI	4
29-1051.00	1.B.1.f	Conventional	OI	6
29-1051.00	1.B.1.g	First Interest High-Point	IH	2
29-1051.00	1.B.1.h	Second Interest High-Point	IH	6
29-1051.00	1.B.1.i	Third Interest High-Point	IH	1
29-1061.00	1.B.1.a	Realistic	OI	5
29-1061.00	1.B.1.b	Investigative	OI	6
29-1061.00	1.B.1.c	Artistic	OI	3.33
29-1061.00	1.B.1.d	Social	OI	4
29-1061.00	1.B.1.e	Enterprising	OI	3
29-1061.00	1.B.1.f	Conventional	OI	3.66
29-1061.00	1.B.1.g	First Interest High-Point	IH	2
29-1061.00	1.B.1.h	Second Interest High-Point	IH	1
29-1061.00	1.B.1.i	Third Interest High-Point	IH	0
29-1062.00	1.B.1.a	Realistic	OI	4.33
29-1062.00	1.B.1.b	Investigative	OI	7
29-1062.00	1.B.1.c	Artistic	OI	3.33
29-1062.00	1.B.1.d	Social	OI	4.66
29-1062.00	1.B.1.e	Enterprising	OI	4.66
29-1062.00	1.B.1.f	Conventional	OI	3.66
29-1062.00	1.B.1.g	First Interest High-Point	IH	2
29-1062.00	1.B.1.h	Second Interest High-Point	IH	0
29-1062.00	1.B.1.i	Third Interest High-Point	IH	0
29-1063.00	1.B.1.a	Realistic	OI	4.33
29-1063.00	1.B.1.b	Investigative	OI	7
29-1063.00	1.B.1.c	Artistic	OI	3.33
29-1063.00	1.B.1.d	Social	OI	4.66
29-1063.00	1.B.1.e	Enterprising	OI	4.66
29-1063.00	1.B.1.f	Conventional	OI	3.66
29-1063.00	1.B.1.g	First Interest High-Point	IH	2
29-1063.00	1.B.1.h	Second Interest High-Point	IH	0
29-1063.00	1.B.1.i	Third Interest High-Point	IH	0
29-1064.00	1.B.1.a	Realistic	OI	4.33
29-1064.00	1.B.1.b	Investigative	OI	7
29-1064.00	1.B.1.c	Artistic	OI	3.33
29-1064.00	1.B.1.d	Social	OI	4.66
29-1064.00	1.B.1.e	Enterprising	OI	4.66
29-1064.00	1.B.1.f	Conventional	OI	3.66
29-1064.00	1.B.1.g	First Interest High-Point	IH	2
29-1064.00	1.B.1.h	Second Interest High-Point	IH	0
29-1064.00	1.B.1.i	Third Interest High-Point	IH	0
29-1065.00	1.B.1.a	Realistic	OI	4.33
29-1065.00	1.B.1.b	Investigative	OI	7
29-1065.00	1.B.1.c	Artistic	OI	3.33
29-1065.00	1.B.1.d	Social	OI	4.66
29-1065.00	1.B.1.e	Enterprising	OI	4.66
29-1065.00	1.B.1.f	Conventional	OI	3.66
29-1065.00	1.B.1.g	First Interest High-Point	IH	2
29-1065.00	1.B.1.h	Second Interest High-Point	IH	0
29-1065.00	1.B.1.i	Third Interest High-Point	IH	0
29-1066.00	1.B.1.a	Realistic	OI	3
29-1066.00	1.B.1.b	Investigative	OI	6.33
29-1066.00	1.B.1.c	Artistic	OI	4.33
29-1066.00	1.B.1.d	Social	OI	4.33
29-1066.00	1.B.1.e	Enterprising	OI	3.66
29-1066.00	1.B.1.f	Conventional	OI	3
29-1066.00	1.B.1.g	First Interest High-Point	IH	2
29-1066.00	1.B.1.h	Second Interest High-Point	IH	3
29-1066.00	1.B.1.i	Third Interest High-Point	IH	4
29-1067.00	1.B.1.a	Realistic	OI	5.33
29-1067.00	1.B.1.b	Investigative	OI	7
29-1067.00	1.B.1.c	Artistic	OI	4
29-1067.00	1.B.1.d	Social	OI	4.66
29-1067.00	1.B.1.e	Enterprising	OI	3.66
29-1067.00	1.B.1.f	Conventional	OI	3.66
29-1067.00	1.B.1.g	First Interest High-Point	IH	2
29-1067.00	1.B.1.h	Second Interest High-Point	IH	1
29-1067.00	1.B.1.i	Third Interest High-Point	IH	0
29-1071.00	1.B.1.a	Realistic	OI	4
29-1071.00	1.B.1.b	Investigative	OI	6.33
29-1071.00	1.B.1.c	Artistic	OI	4.33
