133,11-9032.00,2.17,1.98,0.19,0.0959595959596,"Education Administrators, Elementary and Secondary School",11-9030,11-9000,11-0000,Education Administrators,Other Management Occupations,Management Occupations,11-9032
134,51-4011.00,3.33,3.04,0.29,0.0953947368421,"Computer-Controlled Machine Tool Operators, Metal and Plastic",51-4010,51-4000,51-0000,Computer Control Programmers and Operators,Metal Workers and Plastic Workers,Production Occupations,51-4011
135,27-4012.00,2.88,2.63,0.25,0.0950570342205,Broadcast Technicians,27-4010,27-4000,27-0000,Broadcast and Sound Engineering Technicians and Radio Operators,Media and Communication Equipment Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-4012
136,49-3031.00,1.39,1.27,0.12,0.0944881889764,Bus and Truck Mechanics and Diesel Engine Specialists,49-3030,49-3000,49-0000,Bus and Truck Mechanics and Diesel Engine Specialists,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-3031
137,39-9021.00,1.63,1.49,0.14,0.0939597315436,Personal Care Aides,39-9020,39-9000,39-0000,Personal Care Aides,Other Personal Care and Service Workers,Personal Care and Service Occupations,39-9021
138,51-8091.00,3.64,3.33,0.31,0.0930930930931,Chemical Plant and System Operators,51-8090,51-8000,51-0000,Miscellaneous Plant and System Operators,Plant and System Operators,Production Occupations,51-8091
139,51-9051.00,2.82,2.58,0.24,0.093023255814,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9050,51-9000,51-0000,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Other Production Occupations,Production Occupations,51-9051
140,29-1122.00,1.43,1.31,0.12,0.0916030534351,Occupational Therapists,29-1120,29-1000,29-0000,Therapists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1122
141,25-4012.00,1.43,1.31,0.12,0.0916030534351,Curators,25-4010,25-4000,25-0000,"Archivists, Curators, and Museum Technicians","Librarians, Curators, and Archivists","Education, Training, and Library Occupations",25-4012
142,47-3011.00,2.04,1.87,0.17,0.0909090909091,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3010,47-3000,47-0000,"Helpers, Construction Trades","Helpers, Construction Trades",Construction and Extraction Occupations,47-3011
143,17-1012.00,2.18,2.0,0.18,0.09,Landscape Architects,17-1010,17-1000,17-0000,"Architects, Except Naval","Architects, Surveyors, and Cartographers",Architecture and Engineering Occupations,17-1012
144,25-1011.00,2.06,1.89,0.17,0.0899470899471,"Business Teachers, Postsecondary",25-1010,25-1000,25-0000,"Business Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1011
145,21-1015.00,2.34,2.15,0.19,0.0883720930233,Rehabilitation Counselors,21-1010,21-1000,21-0000,Counselors,"Counselors, Social Workers, and Other Community and Social Service Specialists",Community and Social Service Occupations,21-1015
146,51-9195.07,2.73,2.51,0.22,0.0876494023904,Molding and Casting Workers,51-9190,51-9000,51-0000,Miscellaneous Production Workers,Other Production Occupations,Production Occupations,51-9195
147,53-3031.00,2.36,2.17,0.19,0.0875576036866,Driver/Sales Workers,53-3030,53-3000,53-0000,Driver/Sales Workers and Truck Drivers,Motor Vehicle Operators,Transportation and Material Moving Occupations,53-3031
148,21-2021.00,1.5,1.38,0.12,0.0869565217391,"Directors, Religious Activities and Education",21-2020,21-2000,21-0000,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,21-2021
149,29-2032.00,2.02,1.86,0.16,0.0860215053763,Diagnostic Medical Sonographers,29-2030,29-2000,29-0000,Diagnostic Related Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2032
152,17-2121.02,2.07,1.91,0.16,0.0837696335079,Marine Architects,17-2120,17-2000,17-0000,Marine Engineers and Naval Architects,Engineers,Architecture and Engineering Occupations,17-2121
153,49-3052.00,1.57,1.45,0.12,0.0827586206897,Motorcycle Mechanics,49-3050,49-3000,49-0000,Small Engine Mechanics,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-3052
154,51-8021.00,3.29,3.04,0.25,0.0822368421053,Stationary Engineers and Boiler Operators,51-8020,51-8000,51-0000,Stationary Engineers and Boiler Operators,Plant and System Operators,Production Occupations,51-8021
155,47-2041.00,1.21,1.12,0.09,0.0803571428571,Carpet Installers,47-2040,47-2000,47-0000,"Carpet, Floor, and Tile Installers and Finishers",Construction Trades Workers,Construction and Extraction Occupations,47-2041
158,21-1093.00,2.23,2.07,0.16,0.0772946859903,Social and Human Service Assistants,21-1090,21-1000,21-0000,Miscellaneous Community and Social Service Specialists,"Counselors, Social Workers, and Other Community and Social Service Specialists",Community and Social Service Occupations,21-1093
159,11-9031.00,1.68,1.56,0.12,0.0769230769231,"Education Administrators, Preschool and Childcare Center/Program",11-9030,11-9000,11-0000,Education Administrators,Other Management Occupations,Management Occupations,11-9031
160,19-4041.02,2.6,2.42,0.18,0.0743801652893,Geological Sample Test Technicians,19-4040,19-4000,19-0000,Geological and Petroleum Technicians,"Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Occupations",19-4041
161,49-3011.00,1.92,1.79,0.13,0.072625698324,Aircraft Mechanics and Service Technicians,49-3010,49-3000,49-0000,Aircraft Mechanics and Service Technicians,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-3011
162,25-1052.00,1.64,1.53,0.11,0.0718954248366,"Chemistry Teachers, Postsecondary",25-1050,25-1000,25-0000,"Physical Sciences Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1052
163,25-1126.00,1.57,1.47,0.1,0.0680272108844,"Philosophy and Religion Teachers, Postsecondary",25-1120,25-1000,25-0000,"Arts, Communications, and Humanities Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1126
164,51-9083.00,3.18,2.98,0.2,0.0671140939597,Ophthalmic Laboratory Technicians,51-9080,51-9000,51-0000,"Medical, Dental, and Ophthalmic Laboratory Technicians",Other Production Occupations,Production Occupations,51-9083
165,25-1125.00,1.78,1.67,0.11,0.0658682634731,"History Teachers, Postsecondary",25-1120,25-1000,25-0000,"Arts, Communications, and Humanities Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1125
166,27-4014.00,2.13,2.0,0.13,0.065,Sound Engineering Technicians,27-4010,27-4000,27-0000,Broadcast and Sound Engineering Technicians and Radio Operators,Media and Communication Equipment Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-4014
167,47-2152.01,1.64,1.54,0.1,0.0649350649351,Pipe Fitters and Steamfitters,47-2150,47-2000,47-0000,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction Trades Workers,Construction and Extraction Occupations,47-2152
168,29-1031.00,2.17,2.04,0.13,0.0637254901961,Dietitians and Nutritionists,29-1030,29-1000,29-0000,Dietitians and Nutritionists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1031
169,25-1122.00,1.72,1.62,0.1,0.0617283950617,"Communications Teachers, Postsecondary",25-1120,25-1000,25-0000,"Arts, Communications, and Humanities Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1122
170,17-2171.00,2.07,1.95,0.12,0.0615384615385,Petroleum Engineers,17-2170,17-2000,17-0000,Petroleum Engineers,Engineers,Architecture and Engineering Occupations,17-2171
173,35-2012.00,1.94,1.83,0.11,0.0601092896175,"Cooks, Institution and Cafeteria",35-2010,35-2000,35-0000,Cooks,Cooks and Food Preparation Workers,Food Preparation and Serving Related Occupations,35-2012
174,51-4032.00,3.04,2.87,0.17,0.0592334494774,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4030,51-4000,51-0000,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",Metal Workers and Plastic Workers,Production Occupations,51-4032
175,49-9011.00,1.68,1.59,0.09,0.0566037735849,Mechanical Door Repairers,49-9010,49-9000,49-0000,Control and Valve Installers and Repairers,"Other Installation, Maintenance, and Repair Occupations","Installation, Maintenance, and Repair Occupations",49-9011
176,25-1051.00,1.54,1.46,0.08,0.0547945205479,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1050,25-1000,25-0000,"Physical Sciences Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1051
177,25-1194.00,2.31,2.19,0.12,0.0547945205479,"Vocational Education Teachers, Postsecondary",25-1190,25-1000,25-0000,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,"Education, Training, and Library Occupations",25-1194
178,19-2042.00,1.96,1.86,0.1,0.0537634408602,"Geoscientists, Except Hydrologists and Geographers",19-2040,19-2000,19-0000,Environmental Scientists and Geoscientists,Physical Scientists,"Life, Physical, and Social Science Occupations",19-2042
179,35-3022.00,2.17,2.06,0.11,0.0533980582524,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",35-3020,35-3000,35-0000,Fast Food and Counter Workers,Food and Beverage Serving Workers,Food Preparation and Serving Related Occupations,35-3022
180,53-7081.00,3.08,2.93,0.15,0.0511945392491,Refuse and Recyclable Material Collectors,53-7080,53-7000,53-0000,Refuse and Recyclable Material Collectors,Material Moving Workers,Transportation and Material Moving Occupations,53-7081
181,35-3041.00,1.89,1.8,0.09,0.05,"Food Servers, Nonrestaurant",35-3040,35-3000,35-0000,"Food Servers, Nonrestaurant",Food and Beverage Serving Workers,Food Preparation and Serving Related Occupations,35-3041
182,29-2055.00,1.89,1.8,0.09,0.05,Surgical Technologists,29-2050,29-2000,29-0000,Health Practitioner Support Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2055
183,13-2082.00,2.95,2.81,0.14,0.0498220640569,Tax Preparers,13-2080,13-2000,13-0000,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,13-2082
184,27-4011.00,2.62,2.5,0.12,0.048,Audio and Video Equipment Technicians,27-4010,27-4000,27-0000,Broadcast and Sound Engineering Technicians and Radio Operators,Media and Communication Equipment Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-4011
185,17-1011.00,2.44,2.34,0.1,0.042735042735,"Architects, Except Landscape and Naval",17-1010,17-1000,17-0000,"Architects, Except Naval","Architects, Surveyors, and Cartographers",Architecture and Engineering Occupations,17-1011
186,29-1064.00,1.71,1.64,0.07,0.0426829268293,Obstetricians and Gynecologists,29-1060,29-1000,29-0000,Physicians and Surgeons,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1064
188,21-1092.00,2.32,2.23,0.09,0.0403587443946,Probation Officers and Correctional Treatment Specialists,21-1090,21-1000,21-0000,Miscellaneous Community and Social Service Specialists,"Counselors, Social Workers, and Other Community and Social Service Specialists",Community and Social Service Occupations,21-1092
189,53-6021.00,2.59,2.49,0.1,0.0401606425703,Parking Lot Attendants,53-6020,53-6000,53-0000,Parking Lot Attendants,Other Transportation Workers,Transportation and Material Moving Occupations,53-6021
190,17-1021.00,3.15,3.03,0.12,0.039603960396,Cartographers and Photogrammetrists,17-1020,17-1000,17-0000,"Surveyors, Cartographers, and Photogrammetrists","Architects, Surveyors, and Cartographers",Architecture and Engineering Occupations,17-1021
191,29-1051.00,2.63,2.53,0.1,0.0395256916996,Pharmacists,29-1050,29-1000,29-0000,Pharmacists,Health Diagnosing and Treating Practitioners,Healthcare Practitioners and Technical Occupations,29-1051
192,35-1012.00,2.24,2.16,0.08,0.037037037037,First-Line Supervisors of Food Preparation and Serving Workers,35-1010,35-1000,35-0000,Supervisors of Food Preparation and Serving Workers,Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related Occupations,35-1012
193,13-2072.00,3.16,3.05,0.11,0.0360655737705,Loan Officers,13-2070,13-2000,13-0000,Credit Counselors and Loan Officers,Financial Specialists,Business and Financial Operations Occupations,13-2072
194,43-3061.00,2.78,2.69,0.09,0.0334572490706,Procurement Clerks,43-3060,43-3000,43-0000,Procurement Clerks,Financial Clerks,Office and Administrative Support Occupations,43-3061
195,43-4051.00,2.85,2.76,0.09,0.0326086956522,Customer Service Representatives,43-4050,43-4000,43-0000,Customer Service Representatives,Information and Record Clerks,Office and Administrative Support Occupations,43-4051
196,19-3032.00,2.01,1.95,0.06,0.0307692307692,Industrial-Organizational Psychologists,19-3030,19-3000,19-0000,Psychologists,Social Scientists and Related Workers,"Life, Physical, and Social Science Occupations",19-3032
197,37-1012.00,2.35,2.28,0.07,0.030701754386,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1010,37-1000,37-0000,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,Supervisors of Building and Grounds Cleaning and Maintenance Workers,Building and Grounds Cleaning and Maintenance Occupations,37-1012
198,29-2021.00,2.07,2.01,0.06,0.0298507462687,Dental Hygienists,29-2020,29-2000,29-0000,Dental Hygienists,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2021
199,29-2071.00,2.61,2.54,0.07,0.0275590551181,Medical Records and Health Information Technicians,29-2070,29-2000,29-0000,Medical Records and Health Information Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2071
200,43-9111.00,2.65,2.58,0.07,0.0271317829457,Statistical Assistants,43-9110,43-9000,43-0000,Statistical Assistants,Other Office and Administrative Support Workers,Office and Administrative Support Occupations,43-9111
201,29-2056.00,1.9,1.85,0.05,0.027027027027,Veterinary Technologists and Technicians,29-2050,29-2000,29-0000,Health Practitioner Support Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2056
202,35-2015.00,1.91,1.86,0.05,0.0268817204301,"Cooks, Short Order",35-2010,35-2000,35-0000,Cooks,Cooks and Food Preparation Workers,Food Preparation and Serving Related Occupations,35-2015
203,47-2031.01,1.59,1.55,0.04,0.0258064516129,Construction Carpenters,47-2030,47-2000,47-0000,Carpenters,Construction Trades Workers,Construction and Extraction Occupations,47-2031
204,53-3021.00,2.0,1.95,0.05,0.025641025641,"Bus Drivers, Transit and Intercity",53-3020,53-3000,53-0000,Bus Drivers,Motor Vehicle Operators,Transportation and Material Moving Occupations,53-3021
205,17-2081.00,2.11,2.06,0.05,0.0242718446602,Environmental Engineers,17-2080,17-2000,17-0000,Environmental Engineers,Engineers,Architecture and Engineering Occupations,17-2081
206,17-2141.00,2.2,2.15,0.05,0.0232558139535,Mechanical Engineers,17-2140,17-2000,17-0000,Mechanical Engineers,Engineers,Architecture and Engineering Occupations,17-2141
207,25-1022.00,1.79,1.75,0.04,0.0228571428571,"Mathematical Science Teachers, Postsecondary",25-1020,25-1000,25-0000,"Math and Computer Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1022
208,53-2021.00,3.58,3.5,0.08,0.0228571428571,Air Traffic Controllers,53-2020,53-2000,53-0000,Air Traffic Controllers and Airfield Operations Specialists,Air Transportation Workers,Transportation and Material Moving Occupations,53-2021
209,47-3013.00,1.39,1.36,0.03,0.0220588235294,Helpers--Electricians,47-3010,47-3000,47-0000,"Helpers, Construction Trades","Helpers, Construction Trades",Construction and Extraction Occupations,47-3013
210,13-1021.00,2.95,2.89,0.06,0.0207612456747,"Buyers and Purchasing Agents, Farm Products",13-1020,13-1000,13-0000,Buyers and Purchasing Agents,Business Operations Specialists,Business and Financial Operations Occupations,13-1021
211,19-1032.00,2.02,1.98,0.04,0.020202020202,Foresters,19-1030,19-1000,19-0000,Conservation Scientists and Foresters,Life Scientists,"Life, Physical, and Social Science Occupations",19-1032
212,17-2111.02,2.11,2.07,0.04,0.0193236714976,Fire-Prevention and Protection Engineers,17-2110,17-2000,17-0000,"Industrial Engineers, Including Health and Safety",Engineers,Architecture and Engineering Occupations,17-2111
213,47-4061.00,2.15,2.11,0.04,0.0189573459716,Rail-Track Laying and Maintenance Equipment Operators,47-4060,47-4000,47-0000,Rail-Track Laying and Maintenance Equipment Operators,Other Construction and Related Workers,Construction and Extraction Occupations,47-4061
214,25-1124.00,1.64,1.61,0.03,0.0186335403727,"Foreign Language and Literature Teachers, Postsecondary",25-1120,25-1000,25-0000,"Arts, Communications, and Humanities Teachers, Postsecondary",Postsecondary Teachers,"Education, Training, and Library Occupations",25-1124
215,49-2011.00,2.46,2.42,0.04,0.0165289256198,"Computer, Automated Teller, and Office Machine Repairers",49-2010,49-2000,49-0000,"Computer, Automated Teller, and Office Machine Repairers","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-2011
216,31-9091.00,2.04,2.01,0.03,0.0149253731343,Dental Assistants,31-9090,31-9000,31-0000,Miscellaneous Healthcare Support Occupations,Other Healthcare Support Occupations,Healthcare Support Occupations,31-9091
217,27-4031.00,2.07,2.04,0.03,0.0147058823529,"Camera Operators, Television, Video, and Motion Picture",27-4030,27-4000,27-0000,"Television, Video, and Motion Picture Camera Operators and Editors",Media and Communication Equipment Workers,"Arts, Design, Entertainment, Sports, and Media Occupations",27-4031
218,49-2021.00,1.77,1.75,0.02,0.0114285714286,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2020,49-2000,49-0000,Radio and Telecommunications Equipment Installers and Repairers,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49-2021
219,11-2021.00,2.1,2.08,0.02,0.00961538461538,Marketing Managers,11-2020,11-2000,11-0000,Marketing and Sales Managers,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Management Occupations,11-2021
220,29-9091.00,1.49,1.48,0.01,0.00675675675676,Athletic Trainers,29-9090,29-9000,29-0000,Miscellaneous Health Practitioners and Technical Workers,Other Healthcare Practitioners and Technical Occupations,Healthcare Practitioners and Technical Occupations,29-9091
221,51-8011.00,3.04,3.02,0.02,0.00662251655629,Nuclear Power Reactor Operators,51-8010,51-8000,51-0000,"Power Plant Operators, Distributors, and Dispatchers",Plant and System Operators,Production Occupations,51-8011
223,17-3025.00,1.97,1.96,0.01,0.00510204081633,Environmental Engineering Technicians,17-3020,17-3000,17-0000,"Engineering Technicians, Except Drafters","Drafters, Engineering Technicians, and Mapping Technicians",Architecture and Engineering Occupations,17-3025
224,29-2053.00,2.12,2.11,0.01,0.00473933649289,Psychiatric Technicians,29-2050,29-2000,29-0000,Health Practitioner Support Technologists and Technicians,Health Technologists and Technicians,Healthcare Practitioners and Technical Occupations,29-2053
225,11-9051.00,2.36,2.36,0.0,0.0,Food Service Managers,11-9050,11-9000,11-0000,Food Service Managers,Other Management Occupations,Management Occupations,11-9051
226,43-4021.00,3.6,3.6,0.0,0.0,Correspondence Clerks,43-4020,43-4000,43-0000,Correspondence Clerks,Information and Record Clerks,Office and Administrative Support Occupations,43-4021
227,43-4041.01,2.86,2.86,0.0,0.0,Credit Authorizers,43-4040,43-4000,43-0000,"Credit Authorizers, Checkers, and Clerks",Information and Record Clerks,Office and Administrative Support Occupations,43-4041
229,45-3021.00,1.28,1.28,0.0,0.0,Hunters and Trappers,45-3020,45-3000,45-0000,Hunters and Trappers,Fishing and Hunting Workers,"Farming, Fishing, and Forestry Occupations",45-3021
230,43-4061.00,3.25,3.25,0.0,0.0,"Eligibility Interviewers, Government Programs",43-4060,43-4000,43-0000,"Eligibility Interviewers, Government Programs",Information and Record Clerks,Office and Administrative Support Occupations,43-4061
231,47-2142.00,1.63,1.63,0.0,0.0,Paperhangers,47-2140,47-2000,47-0000,Painters and Paperhangers,Construction Trades Workers,Construction and Extraction Occupations,47-2142
232,47-2132.00,1.46,1.46,0.0,0.0,"Insulation Workers, Mechanical",47-2130,47-2000,47-0000,Insulation Workers,Construction Trades Workers,Construction and Extraction Occupations,47-2132
233,43-4131.00,3.12,3.12,0.0,0.0,Loan Interviewers and Clerks,43-4130,43-4000,43-0000,Loan Interviewers and Clerks,Information and Record Clerks,Office and Administrative Support Occupations,43-4131
234,43-4151.00,2.4,2.4,0.0,0.0,Order Clerks,43-4150,43-4000,43-0000,Order Clerks,Information and Record Clerks,Office and Administrative Support Occupations,43-4151
235,43-4161.00,2.59,2.59,0.0,0.0,"Human Resources Assistants, Except Payroll and Timekeeping",43-4160,43-4000,43-0000,"Human Resources Assistants, Except Payroll and Timekeeping",Information and Record Clerks,Office and Administrative Support Occupations,43-4161
236,43-5021.00,1.74,1.74,0.0,0.0,Couriers and Messengers,43-5020,43-5000,43-0000,Couriers and Messengers,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Office and Administrative Support Occupations,43-5021
237,43-4081.00,3.09,3.09,0.0,0.0,"Hotel, Motel, and Resort Desk Clerks",43-4080,43-4000,43-0000,"Hotel, Motel, and Resort Desk Clerks",Information and Record Clerks,Office and Administrative Support Occupations,43-4081
238,43-3051.00,2.99,2.99,0.0,0.0,Payroll and Timekeeping Clerks,43-3050,43-3000,43-0000,Payroll and Timekeeping Clerks,Financial Clerks,Office and Administrative Support Occupations,43-3051
239,43-3071.00,2.91,2.91,0.0,0.0,Tellers,43-3070,43-3000,43-0000,Tellers,Financial Clerks,Office and Administrative Support Occupations,43-3071
240,43-5031.00,2.6,2.6,0.0,0.0,"Police, Fire, and Ambulance Dispatchers",43-5030,43-5000,43-0000,Dispatchers,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Office and Administrative Support Occupations,43-5031
241,41-3041.00,3.64,3.64,0.0,0.0,Travel Agents,41-3040,41-3000,41-0000,Travel Agents,"Sales Representatives, Services",Sales and Related Occupations,41-3041
242,47-4031.00,1.32,1.32,0.0,0.0,Fence Erectors,47-4030,47-4000,47-0000,Fence Erectors,Other Construction and Related Workers,Construction and Extraction Occupations,47-4031
243,47-4021.00,2.04,2.04,0.0,0.0,Elevator Installers and Repairers,47-4020,47-4000,47-0000,Elevator Installers and Repairers,Other Construction and Related Workers,Construction and Extraction Occupations,47-4021
244,41-9011.00,1.24,1.24,0.0,0.0,Demonstrators and Product Promoters,41-9010,41-9000,41-0000,"Models, Demonstrators, and Product Promoters",Other Sales and Related Workers,Sales and Related Occupations,41-9011
245,47-3016.00,2.85,2.85,0.0,0.0,Helpers--Roofers,47-3010,47-3000,47-0000,"Helpers, Construction Trades","Helpers, Construction Trades",Construction and Extraction Occupations,47-3016
246,47-3014.00,1.51,1.51,0.0,0.0,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3010,47-3000,47-0000,"Helpers, Construction Trades","Helpers, Construction Trades",Construction and Extraction Occupations,47-3014
247,41-9012.00,1.39,1.39,0.0,0.0,Models,41-9010,41-9000,41-0000,"Models, Demonstrators, and Product Promoters",Other Sales and Related Workers,Sales and Related Occupations,41-9012
248,41-9022.00,2.25,2.25,0.0,0.0,Real Estate Sales Agents,41-9020,41-9000,41-0000,Real Estate Brokers and Sales Agents,Other Sales and Related Workers,Sales and Related Occupations,41-9022
249,13-1032.00,3.22,3.22,0.0,0.0,"Insurance Appraisers, Auto Damage",13-1030,13-1000,13-0000,"Claims Adjusters, Appraisers, Examiners, and Investigators",Business Operations Specialists,Business and Financial Operations Occupations,13-1032
250,41-9041.00,3.07,3.07,0.0,0.0,Telemarketers,41-9040,41-9000,41-0000,Telemarketers,Other Sales and Related Workers,Sales and Related Occupations,41-9041
251,41-9091.00,1.7,1.7,0.0,0.0,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",41-9090,41-9000,41-0000,Miscellaneous Sales and Related Workers,Other Sales and Related Workers,Sales and Related Occupations,41-9091
252,43-2021.00,3.63,3.63,0.0,0.0,Telephone Operators,43-2020,43-2000,43-0000,Telephone Operators,Communications Equipment Operators,Office and Administrative Support Occupations,43-2021
253,43-3011.00,3.03,3.03,0.0,0.0,Bill and Account Collectors,43-3010,43-3000,43-0000,Bill and Account Collectors,Financial Clerks,Office and Administrative Support Occupations,43-3011
255,43-3031.00,2.79,2.79,0.0,0.0,"Bookkeeping, Accounting, and Auditing Clerks",43-3030,43-3000,43-0000,"Bookkeeping, Accounting, and Auditing Clerks",Financial Clerks,Office and Administrative Support Occupations,43-3031
256,11-9111.00,2.72,2.72,0.0,0.0,Medical and Health Services Managers,11-9110,11-9000,11-0000,Medical and Health Services Managers,Other Management Occupations,Management Occupations,11-9111
257,43-5041.00,2.24,2.24,0.0,0.0,"Meter Readers, Utilities",43-5040,43-5000,43-0000,"Meter Readers, Utilities","Material Recording, Scheduling, Dispatching, and Distributing Workers",Office and Administrative Support Occupations,43-5041
258,47-2081.00,2.13,2.13,0.0,0.0,Drywall and Ceiling Tile Installers,47-2080,47-2000,47-0000,"Drywall Installers, Ceiling Tile Installers, and Tapers",Construction Trades Workers,Construction and Extraction Occupations,47-2081
259,45-2041.00,1.74,1.74,0.0,0.0,"Graders and Sorters, Agricultural Products",45-2040,45-2000,45-0000,"Graders and Sorters, Agricultural Products",Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2041
260,43-9081.00,1.55,1.55,0.0,0.0,Proofreaders and Copy Markers,43-9080,43-9000,43-0000,Proofreaders and Copy Markers,Other Office and Administrative Support Workers,Office and Administrative Support Occupations,43-9081
263,11-9151.00,1.75,1.75,0.0,0.0,Social and Community Service Managers,11-9150,11-9000,11-0000,Social and Community Service Managers,Other Management Occupations,Management Occupations,11-9151
265,47-2022.00,1.55,1.55,0.0,0.0,Stonemasons,47-2020,47-2000,47-0000,"Brickmasons, Blockmasons, and Stonemasons",Construction Trades Workers,Construction and Extraction Occupations,47-2022
266,45-2021.00,1.71,1.71,0.0,0.0,Animal Breeders,45-2020,45-2000,45-0000,Animal Breeders,Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2021
267,11-9131.00,2.63,2.63,0.0,0.0,Postmasters and Mail Superintendents,11-9130,11-9000,11-0000,Postmasters and Mail Superintendents,Other Management Occupations,Management Occupations,11-9131
268,45-3011.00,2.77,2.77,0.0,0.0,Fishers and Related Fishing Workers,45-3010,45-3000,45-0000,Fishers and Related Fishing Workers,Fishing and Hunting Workers,"Farming, Fishing, and Forestry Occupations",45-3011
269,45-2091.00,2.61,2.61,0.0,0.0,Agricultural Equipment Operators,45-2090,45-2000,45-0000,Miscellaneous Agricultural Workers,Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2091
270,45-4023.00,1.61,1.61,0.0,0.0,Log Graders and Scalers,45-4020,45-4000,45-0000,Logging Workers,"Forest, Conservation, and Logging Workers","Farming, Fishing, and Forestry Occupations",45-4023
271,45-2092.01,2.01,2.01,0.0,0.0,Nursery Workers,45-2090,45-2000,45-0000,Miscellaneous Agricultural Workers,Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2092
273,45-2093.00,2.26,2.26,0.0,0.0,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2090,45-2000,45-0000,Miscellaneous Agricultural Workers,Agricultural Workers,"Farming, Fishing, and Forestry Occupations",45-2093
274,45-4022.00,2.69,2.69,0.0,0.0,Logging Equipment Operators,45-4020,45-4000,45-0000,Logging Workers,"Forest, Conservation, and Logging Workers","Farming, Fishing, and Forestry Occupations",45-4022
275,45-4021.00,1.47,1.47,0.0,0.0,Fallers,45-4020,45-4000,45-0000,Logging Workers,"Forest, Conservation, and Logging Workers","Farming, Fishing, and Forestry Occupations",45-4021
276,43-9071.00,2.6,2.6,0.0,0.0,"Office Machine Operators, Except Computer",43-9070,43-9000,43-0000,"Office Machine Operators, Except Computer",Other Office and Administrative Support Workers,Office and Administrative Support Occupations,43-9071
277,43-9051.00,2.3,2.3,0.0,0.0,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9050,43-9000,43-0000,"Mail Clerks and Mail Machine Operators, Except Postal Service",Other Office and Administrative Support Workers,Office and Administrative Support Occupations,43-9051
