WA Name,IWA Title,DWA Title,DWA ID,IWA ID,Element ID
"Judging the Qualities of Things, Services, or People",Evaluate patient or client condition or treatment options.,Evaluate patient outcomes to determine effectiveness of treatments.,4.A.2.a.1.I06.D03,4.A.2.a.1.I06,4.A.2.a.1
"Judging the Qualities of Things, Services, or People",Evaluate patient or client condition or treatment options.,Evaluate treatment options to guide medical decisions.,4.A.2.a.1.I06.D04,4.A.2.a.1.I06,4.A.2.a.1
"Judging the Qualities of Things, Services, or People",Evaluate patient or client condition or treatment options.,Assess skin or hair conditions.,4.A.2.a.1.I06.D05,4.A.2.a.1.I06,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.","Assess the cost effectiveness of products, projects, or services.",4.A.2.a.1.I07.D01,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Evaluate new technologies or methods.,4.A.2.a.1.I07.D02,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.","Evaluate potential of products, technologies, or resources.",4.A.2.a.1.I07.D03,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Evaluate the characteristics of green technologies.,4.A.2.a.1.I07.D04,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Assess product or process usefulness.,4.A.2.a.1.I07.D05,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Assess database performance.,4.A.2.a.1.I07.D06,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Evaluate characteristics of equipment or systems.,4.A.2.a.1.I07.D07,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate the characteristics, usefulness, or performance of products or technologies.",Evaluate utility of software or hardware technologies.,4.A.2.a.1.I07.D08,4.A.2.a.1.I07,4.A.2.a.1
"Judging the Qualities of Things, Services, or People",Evaluate scholarly work.,Evaluate scholarly materials.,4.A.2.a.1.I08.D01,4.A.2.a.1.I08,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate condition of financial assets, property, or other resources.",Evaluate condition of properties.,4.A.2.a.1.I09.D01,4.A.2.a.1.I09,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate condition of financial assets, property, or other resources.",Assess financial status of clients.,4.A.2.a.1.I09.D02,4.A.2.a.1.I09,4.A.2.a.1
"Judging the Qualities of Things, Services, or People","Evaluate condition of financial assets, property, or other resources.",Appraise property values.,4.A.2.a.1.I09.D03,4.A.2.a.1.I09,4.A.2.a.1
"Judging the Qualities of Things, Services, or People",Evaluate project feasibility.,Evaluate project designs to determine adequacy or feasibility.,4.A.2.a.1.I10.D01,4.A.2.a.1.I10,4.A.2.a.1
"Judging the Qualities of Things, Services, or People",Evaluate project feasibility.,Analyze data to determine project feasibility.,4.A.2.a.1.I10.D02,4.A.2.a.1.I10,4.A.2.a.1
Processing Information,Evaluate the quality or accuracy of data.,Verify accuracy of records.,4.A.2.a.2.I01.D01,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify information or specifications.,4.A.2.a.2.I01.D02,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify customer credit information.,4.A.2.a.2.I01.D03,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Review accuracy of sales or other transactions.,4.A.2.a.2.I01.D04,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify accuracy of financial information.,4.A.2.a.2.I01.D05,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Evaluate data quality.,4.A.2.a.2.I01.D06,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify accuracy of data.,4.A.2.a.2.I01.D07,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Check data for recording errors.,4.A.2.a.2.I01.D08,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify accuracy of financial or transactional data.,4.A.2.a.2.I01.D09,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Verify mathematical calculations.,4.A.2.a.2.I01.D10,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Evaluate the quality or accuracy of data.,Check quality of diagnostic images.,4.A.2.a.2.I01.D11,4.A.2.a.2.I01,4.A.2.a.2
Processing Information,Sort materials or products.,Sort mail.,4.A.2.a.2.I02.D01,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,Sort materials or products.,Sort materials or objects for processing or transport.,4.A.2.a.2.I02.D02,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,Sort materials or products.,Sort recyclable materials.,4.A.2.a.2.I02.D03,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,Sort materials or products.,Sort forestry or agricultural materials.,4.A.2.a.2.I02.D04,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,Sort materials or products.,"Sort materials or products for processing, storing, shipping, or grading.",4.A.2.a.2.I02.D05,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,Sort materials or products.,Sort materials or products.,4.A.2.a.2.I02.D06,4.A.2.a.2.I02,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile operational data.,4.A.2.a.2.I03.D01,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile technical information or documentation.,4.A.2.a.2.I03.D02,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile data or documentation.,4.A.2.a.2.I03.D03,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile specialized bibliographies or lists of materials.,4.A.2.a.2.I03.D04,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile environmental or climatological data.,4.A.2.a.2.I03.D05,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,"Compile records, documentation, or other data.",Compile geographic or related data.,4.A.2.a.2.I03.D06,4.A.2.a.2.I03,4.A.2.a.2
Processing Information,Reconcile financial data.,Reconcile records of sales or other financial transactions.,4.A.2.a.2.I04.D01,4.A.2.a.2.I04,4.A.2.a.2
Processing Information,Reconcile financial data.,Balance receipts.,4.A.2.a.2.I04.D02,4.A.2.a.2.I04,4.A.2.a.2
Processing Information,Reconcile financial data.,Prepare cash for deposit or disbursement.,4.A.2.a.2.I04.D03,4.A.2.a.2.I04,4.A.2.a.2
Processing Information,Verify personal information.,Examine personal documentation to ensure that it is valid.,4.A.2.a.2.I05.D01,4.A.2.a.2.I05,4.A.2.a.2
Processing Information,Verify personal information.,Verify employee information.,4.A.2.a.2.I05.D02,4.A.2.a.2.I05,4.A.2.a.2
Processing Information,Verify personal information.,Verify application data to determine program eligibility.,4.A.2.a.2.I05.D03,4.A.2.a.2.I05,4.A.2.a.2
Processing Information,Verify personal information.,Verify accuracy of patient information.,4.A.2.a.2.I05.D04,4.A.2.a.2.I05,4.A.2.a.2
Processing Information,Verify personal information.,Verify patron or staff credentials.,4.A.2.a.2.I05.D05,4.A.2.a.2.I05,4.A.2.a.2
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Examine marketing materials to ensure compliance with policies or regulations.,4.A.2.a.3.I01.D01,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Examine documents to verify adherence to requirements.,4.A.2.a.3.I01.D02,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Examine product information to ensure compliance with regulations.,4.A.2.a.3.I01.D03,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Review documents or materials for compliance with policies or regulations.,4.A.2.a.3.I01.D04,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Review license or permit applications.,4.A.2.a.3.I01.D05,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Verify shipping documentation.,4.A.2.a.3.I01.D06,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,"Review environmental permits, plans, or reports.",4.A.2.a.3.I01.D07,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,"Proofread documents, records, or other files to ensure accuracy.",4.A.2.a.3.I01.D08,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Examine materials or documentation for accuracy or compliance.,Review plans or proposals for environmental conservation.,4.A.2.a.3.I01.D09,4.A.2.a.3.I01,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Assess compliance with environmental standards or regulations.,Assess compliance with environmental laws.,4.A.2.a.3.I02.D01,4.A.2.a.3.I02,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Assess compliance with environmental standards or regulations.,Evaluate green operations or programs for compliance with standards or regulations.,4.A.2.a.3.I02.D02,4.A.2.a.3.I02,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Assess compliance with environmental standards or regulations.,Conduct environmental audits.,4.A.2.a.3.I02.D03,4.A.2.a.3.I02,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Assess compliance with environmental standards or regulations.,Evaluate plans or specifications to determine technological or environmental implications.,4.A.2.a.3.I02.D04,4.A.2.a.3.I02,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,"Examine financial activities, operations, or systems.",Conduct financial or regulatory audits.,4.A.2.a.3.I03.D01,4.A.2.a.3.I03,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,"Examine financial activities, operations, or systems.",Examine financial records.,4.A.2.a.3.I03.D02,4.A.2.a.3.I03,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,"Examine financial activities, operations, or systems.",Examine financial records or processes.,4.A.2.a.3.I03.D03,4.A.2.a.3.I03,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,"Examine financial activities, operations, or systems.",Review customer insurance information.,4.A.2.a.3.I03.D04,4.A.2.a.3.I03,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,"Examine financial activities, operations, or systems.",Examine financial records to ensure compliance with policies or regulations.,4.A.2.a.3.I03.D05,4.A.2.a.3.I03,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Follow standard healthcare safety procedures to protect patient and staff members.,Protect patients or staff members using safety equipment.,4.A.2.a.3.I04.D01,4.A.2.a.3.I04,4.A.2.a.3
Evaluating Information to Determine Compliance with Standards,Follow standard healthcare safety procedures to protect patient and staff members.,Follow protocols or regulations for healthcare activities.,4.A.2.a.3.I04.D02,4.A.2.a.3.I04,4.A.2.a.3
Analyzing Data or Information,Analyze environmental or geospatial data.,Locate natural resources using geospatial or other environmental data.,4.A.2.a.4.I01.D01,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,Determine geographic coordinates.,4.A.2.a.4.I01.D02,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,Analyze geological samples.,4.A.2.a.4.I01.D03,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,Analyze environmental data.,4.A.2.a.4.I01.D04,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,Analyze geological or geographical data.,4.A.2.a.4.I01.D05,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,Analyze Geographic Information Systems (GIS) data for use in green applications.,4.A.2.a.4.I01.D06,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze environmental or geospatial data.,"Analyze physical, survey, or geographic data.",4.A.2.a.4.I01.D07,4.A.2.a.4.I01,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Estimate demand for products or services.,4.A.2.a.4.I02.D01,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze industry trends.,4.A.2.a.4.I02.D02,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,"Forecast economic, political, or social trends.",4.A.2.a.4.I02.D03,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze market conditions or trends.,4.A.2.a.4.I02.D04,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze website or related online data to track trends or usage.,4.A.2.a.4.I02.D05,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze market or customer related data.,4.A.2.a.4.I02.D06,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze consumer trends.,4.A.2.a.4.I02.D07,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze market or industry conditions.,Analyze market research data.,4.A.2.a.4.I02.D08,4.A.2.a.4.I02,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial risks.,Assess risks to business operations.,4.A.2.a.4.I03.D01,4.A.2.a.4.I03,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial risks.,Analyze risks related to investments in green technology.,4.A.2.a.4.I03.D02,4.A.2.a.4.I03,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial risks.,Analyze risks to minimize losses or damages.,4.A.2.a.4.I03.D03,4.A.2.a.4.I03,4.A.2.a.4
Analyzing Data or Information,Analyze scientific or applied data using mathematical principles.,Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.,4.A.2.a.4.I04.D01,4.A.2.a.4.I04,4.A.2.a.4
Analyzing Data or Information,Analyze scientific or applied data using mathematical principles.,Analyze data to identify trends or relationships among variables.,4.A.2.a.4.I04.D02,4.A.2.a.4.I04,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Evaluate technical data to determine effect on designs or plans.,4.A.2.a.4.I05.D01,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Analyze design requirements for computer or electronics systems.,4.A.2.a.4.I05.D02,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Evaluate designs or specifications to ensure quality.,4.A.2.a.4.I05.D03,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Analyze green technology design requirements.,4.A.2.a.4.I05.D04,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Analyze project data to determine specifications or requirements.,4.A.2.a.4.I05.D05,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Analyze design or requirements information for mechanical equipment or systems.,4.A.2.a.4.I05.D06,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Evaluate environmental or sustainability projects.,4.A.2.a.4.I05.D07,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,"Evaluate designs, specifications, or other technical data.",Analyze costs and benefits of proposed designs or projects.,4.A.2.a.4.I05.D08,4.A.2.a.4.I05,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Analyze health-related data.,4.A.2.a.4.I06.D01,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Analyze patient data to determine patient needs or treatment goals.,4.A.2.a.4.I06.D02,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Analyze test data or images to inform diagnosis or treatment.,4.A.2.a.4.I06.D03,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Analyze medical data to determine cause of death.,4.A.2.a.4.I06.D04,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Calculate numerical data for medical activities.,4.A.2.a.4.I06.D05,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze health or medical data.,Analyze quantitative data to determine effectiveness of treatments or therapies.,4.A.2.a.4.I06.D06,4.A.2.a.4.I06,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Calculate data to inform organizational operations.,4.A.2.a.4.I07.D01,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze operational or research data.,4.A.2.a.4.I07.D02,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,"Analyze operational data to evaluate operations, processes or products.",4.A.2.a.4.I07.D03,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Evaluate energy production data.,4.A.2.a.4.I07.D04,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Interpret research or operational data.,4.A.2.a.4.I07.D05,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Model operational processes.,4.A.2.a.4.I07.D06,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze logistics processes.,4.A.2.a.4.I07.D07,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze forecasting data to improve business decisions.,4.A.2.a.4.I07.D08,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze data to assess operational or project effectiveness.,4.A.2.a.4.I07.D09,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,"Analyze jobs using observation, survey, or interview techniques.",4.A.2.a.4.I07.D10,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze data to inform personnel decisions.,4.A.2.a.4.I07.D11,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze data to inform operational decisions or activities.,4.A.2.a.4.I07.D12,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Evaluate logistics methods to reduce environmental impact.,4.A.2.a.4.I07.D13,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze data to identify or resolve operational problems.,4.A.2.a.4.I07.D14,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze shipping information to make routing decisions.,4.A.2.a.4.I07.D15,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze traffic data.,4.A.2.a.4.I07.D16,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,Analyze data to improve operations.,Analyze energy usage data.,4.A.2.a.4.I07.D17,4.A.2.a.4.I07,4.A.2.a.4
Analyzing Data or Information,"Research laws, precedents, or other legal data.",Identify implications for cases from legal precedents or other legal information.,4.A.2.a.4.I08.D01,4.A.2.a.4.I08,4.A.2.a.4
Analyzing Data or Information,Assess characteristics or impacts of regulations or policies.,Appraise environmental impact of regulations or policies.,4.A.2.a.4.I09.D01,4.A.2.a.4.I09,4.A.2.a.4
Analyzing Data or Information,Assess characteristics or impacts of regulations or policies.,Analyze environmental regulations to ensure organizational compliance.,4.A.2.a.4.I09.D02,4.A.2.a.4.I09,4.A.2.a.4
Analyzing Data or Information,Assess characteristics or impacts of regulations or policies.,Analyze impact of legal or regulatory changes.,4.A.2.a.4.I09.D03,4.A.2.a.4.I09,4.A.2.a.4
Analyzing Data or Information,Assess characteristics or impacts of regulations or policies.,Evaluate applicable laws and regulations to determine impact on organizational activities.,4.A.2.a.4.I09.D04,4.A.2.a.4.I09,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze laboratory specimens to detect abnormalities or other problems.,4.A.2.a.4.I10.D01,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze forensic evidence to solve crimes.,4.A.2.a.4.I10.D02,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze crime scene evidence.,4.A.2.a.4.I10.D03,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze laboratory findings.,4.A.2.a.4.I10.D04,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze biological samples.,4.A.2.a.4.I10.D05,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze biological or chemical substances or related data.,Analyze chemical compounds or substances.,4.A.2.a.4.I10.D06,4.A.2.a.4.I10,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze budgetary or accounting data.,4.A.2.a.4.I11.D01,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze financial information.,4.A.2.a.4.I11.D02,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Apply mathematical models of financial or business conditions.,4.A.2.a.4.I11.D03,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze business or financial data.,4.A.2.a.4.I11.D04,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze financial records to improve budgeting or planning.,4.A.2.a.4.I11.D05,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze financial records or reports to determine state of operations.,4.A.2.a.4.I11.D06,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze business or financial data.,Analyze financial records to improve efficiency.,4.A.2.a.4.I11.D07,4.A.2.a.4.I11,4.A.2.a.4
Analyzing Data or Information,Analyze performance of systems or equipment.,Conduct quantitative failure analyses of operational data.,4.A.2.a.4.I12.D01,4.A.2.a.4.I12,4.A.2.a.4
Analyzing Data or Information,Analyze performance of systems or equipment.,"Analyze security of systems, network, or data.",4.A.2.a.4.I12.D02,4.A.2.a.4.I12,4.A.2.a.4
Analyzing Data or Information,Analyze performance of systems or equipment.,Interpret design or operational test results.,4.A.2.a.4.I12.D03,4.A.2.a.4.I12,4.A.2.a.4
Analyzing Data or Information,Analyze performance of systems or equipment.,Analyze test or validation data.,4.A.2.a.4.I12.D04,4.A.2.a.4.I12,4.A.2.a.4
Analyzing Data or Information,Analyze performance of systems or equipment.,Analyze test or performance data to assess equipment operation.,4.A.2.a.4.I12.D05,4.A.2.a.4.I12,4.A.2.a.4
Making Decisions and Solving Problems,Determine values or prices of goods or services.,"Estimate costs of products, services, or materials.",4.A.2.b.1.I01.D01,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Determine the value of goods or services.,4.A.2.b.1.I01.D02,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Estimate costs or terms of sales.,4.A.2.b.1.I01.D03,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Determine prices for menu items.,4.A.2.b.1.I01.D04,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Calculate shipping costs.,4.A.2.b.1.I01.D05,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Estimate costs of goods or services.,4.A.2.b.1.I01.D06,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Determine values or prices of goods or services.,Calculate costs of goods or services.,4.A.2.b.1.I01.D07,4.A.2.b.1.I01,4.A.2.b.1
Making Decisions and Solving Problems,Diagnose system or equipment problems.,Determine causes of operational problems or failures.,4.A.2.b.1.I02.D01,4.A.2.b.1.I02,4.A.2.b.1
Making Decisions and Solving Problems,Diagnose system or equipment problems.,Troubleshoot equipment or systems operation problems.,4.A.2.b.1.I02.D02,4.A.2.b.1.I02,4.A.2.b.1
Making Decisions and Solving Problems,Diagnose system or equipment problems.,Diagnose equipment malfunctions.,4.A.2.b.1.I02.D03,4.A.2.b.1.I02,4.A.2.b.1
Making Decisions and Solving Problems,Authorize business activities or transactions.,Authorize construction activities.,4.A.2.b.1.I03.D01,4.A.2.b.1.I03,4.A.2.b.1
Making Decisions and Solving Problems,Authorize business activities or transactions.,Authorize financial actions.,4.A.2.b.1.I03.D02,4.A.2.b.1.I03,4.A.2.b.1
Making Decisions and Solving Problems,Authorize business activities or transactions.,Authorize payments to settle legal disputes.,4.A.2.b.1.I03.D03,4.A.2.b.1.I03,4.A.2.b.1
Making Decisions and Solving Problems,Authorize business activities or transactions.,Approve expenditures.,4.A.2.b.1.I03.D04,4.A.2.b.1.I03,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine metal or plastic production methods.,4.A.2.b.1.I04.D01,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine appropriate locations for operations or installations.,4.A.2.b.1.I04.D02,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine operational methods.,4.A.2.b.1.I04.D03,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine operational procedures.,4.A.2.b.1.I04.D04,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine methods to minimize environmental impact of activities.,4.A.2.b.1.I04.D05,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine food production methods.,4.A.2.b.1.I04.D06,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine forestry techniques or methods.,4.A.2.b.1.I04.D07,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine construction project layouts.,4.A.2.b.1.I04.D08,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine production equipment settings.,4.A.2.b.1.I04.D09,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine appropriate methods for data analysis.,4.A.2.b.1.I04.D10,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine protocols for medical procedures.,4.A.2.b.1.I04.D11,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Choose optimal transportation routes or speeds.,4.A.2.b.1.I04.D12,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Determine operational methods or procedures.,Determine technical requirements of productions or projects.,4.A.2.b.1.I04.D13,4.A.2.b.1.I04,4.A.2.b.1
Making Decisions and Solving Problems,Make legal decisions.,Make decisions in legal cases.,4.A.2.b.1.I05.D01,4.A.2.b.1.I05,4.A.2.b.1
